session_id,timestamp,period,system_type,channel,intent,confidence_score,intent_attempts,turns,raw_input_length,response_latency_ms,is_fallback,transferred_to_human,transfer_reason,call_duration_sec,resolved
B-00017,2023-11-23 05:17:04.787063,B,llm_agent,chat,update_address,0.596,1,4,10,740,0,0,none,475,1
B-00018,2023-12-01 06:16:49.488887,B,llm_agent,voice,transfer_funds,0.672,1,1,10,223,0,0,none,538,1
B-00019,2023-07-10 16:54:55.721174,B,llm_agent,chat,loan_inquiry,0.853,1,3,61,455,0,0,none,614,0
B-00020,2023-09-17 16:35:21.978026,B,llm_agent,chat,transfer_funds,0.936,2,2,30,972,0,0,none,256,1
B-00021,2023-08-05 06:19:02.386829,B,llm_agent,voice,dispute_charge,0.969,2,1,13,1108,0,0,none,112,0
B-00022,2023-07-24 03:10:27.160840,B,llm_agent,voice,update_address,0.8,2,3,52,678,0,0,none,94,0
B-00023,2023-11-25 01:12:49.768895,B,llm_agent,chat,freeze_card,0.822,2,1,68,1171,0,0,none,496,1
B-00024,2023-08-23 15:38:28.025931,B,llm_agent,voice,make_payment,0.885,1,2,21,1020,0,0,none,327,1
B-00025,2023-10-26 20:25:55.595506,B,llm_agent,voice,request_statement,0.872,2,3,106,550,0,0,none,312,1
B-00026,2023-07-01 16:10:08.112780,B,llm_agent,voice,request_statement,0.858,2,1,50,504,0,0,none,536,0
B-00027,2023-07-15 12:57:44.744202,B,llm_agent,chat,make_payment,0.842,1,3,43,494,0,0,none,495,0
B-00028,2023-10-20 16:10:41.727838,B,llm_agent,voice,loan_inquiry,0.859,2,1,20,307,0,0,none,660,1
B-00029,2023-09-06 18:14:14.157322,B,llm_agent,voice,make_payment,0.856,1,3,44,739,0,0,none,633,1
B-00030,2023-12-08 23:39:53.449289,B,llm_agent,voice,freeze_card,0.808,2,3,59,646,0,0,none,547,1
B-00031,2023-07-16 01:11:42.403783,B,llm_agent,voice,loan_inquiry,0.929,1,1,47,1028,0,0,none,480,1
B-00032,2023-10-23 03:32:36.941526,B,llm_agent,voice,check_balance,0.891,1,3,84,313,0,0,none,648,1
B-00033,2023-11-06 15:03:27.902531,B,llm_agent,voice,request_statement,0.77,2,2,29,773,0,0,none,140,0
B-00034,2023-10-20 20:28:35.288679,B,llm_agent,voice,transfer_funds,0.834,2,1,54,1013,0,0,none,689,1
B-00035,2023-11-02 13:40:30.736739,B,llm_agent,voice,dispute_charge,0.868,2,3,21,770,0,1,timeout,317,1
B-00036,2023-08-15 15:03:32.854772,B,llm_agent,voice,make_payment,0.894,2,1,83,1175,0,0,none,201,0
B-00037,2023-11-18 09:26:20.600475,B,llm_agent,voice,transfer_funds,0.861,1,3,90,993,0,0,none,409,0
B-00038,2023-10-10 12:03:34.347035,B,llm_agent,voice,check_balance,0.814,1,2,96,612,0,0,none,646,1
B-00039,2023-11-22 05:05:11.348826,B,llm_agent,voice,freeze_card,0.668,2,4,11,329,0,0,none,117,1
B-00040,2023-07-23 06:47:27.091987,B,llm_agent,voice,check_balance,0.489,1,2,61,1188,0,0,none,149,1
B-00041,2023-07-24 05:54:41.654082,B,llm_agent,voice,make_payment,0.851,2,1,11,268,0,1,low_confidence,474,1
B-00042,2023-09-11 09:07:21.815927,B,llm_agent,voice,make_payment,0.805,1,4,29,772,0,0,none,491,1
B-00043,2023-09-10 08:16:36.545579,B,llm_agent,voice,request_statement,0.901,2,1,102,930,0,1,unresolved,522,1
B-00044,2023-07-24 12:13:41.706280,B,llm_agent,voice,request_statement,0.807,2,3,97,383,0,0,none,649,1
B-00045,2023-07-15 20:39:01.365192,B,llm_agent,mobile_app,make_payment,0.724,1,1,94,839,0,0,none,556,1
B-00046,2023-07-15 18:45:55.746812,B,llm_agent,voice,update_address,0.603,1,4,49,1116,0,0,none,590,1
B-00047,2023-07-10 14:02:52.263628,B,llm_agent,chat,make_payment,0.816,2,2,5,460,0,0,none,112,1
B-00048,2023-07-07 01:34:41.794593,B,llm_agent,voice,transfer_funds,0.951,2,2,116,891,0,0,none,276,1
B-00049,2023-11-25 19:40:17.230898,B,llm_agent,voice,transfer_funds,0.833,1,1,21,1095,0,0,none,516,1
B-00050,2023-12-19 02:26:51.670262,B,llm_agent,voice,dispute_charge,0.699,1,1,14,734,0,1,low_confidence,595,1
B-00051,2023-09-16 21:33:55.442085,B,llm_agent,voice,dispute_charge,0.796,2,2,58,914,0,0,none,282,1
B-00052,2023-08-04 04:09:50.567582,B,llm_agent,chat,dispute_charge,0.877,1,2,85,316,0,0,none,431,1
B-00053,2023-08-30 02:11:42.598891,B,llm_agent,voice,transfer_funds,0.675,2,4,60,888,0,0,none,175,1
B-00054,2023-11-27 18:55:21.819885,B,llm_agent,chat,check_balance,0.809,1,4,108,949,0,0,none,627,1
B-00055,2023-12-18 01:16:20.725129,B,llm_agent,chat,loan_inquiry,0.645,1,3,6,1069,0,0,none,391,1
B-00056,2023-08-13 16:18:32.155477,B,llm_agent,chat,make_payment,0.854,1,1,88,849,0,0,none,95,1
B-00057,2023-07-06 14:26:07.064095,B,llm_agent,voice,dispute_charge,0.766,2,3,37,1103,0,0,none,425,1
B-00058,2023-08-26 11:27:13.787459,B,llm_agent,voice,request_statement,0.569,2,4,57,1140,0,0,none,212,1
B-00059,2023-09-09 12:31:20.795999,B,llm_agent,chat,dispute_charge,0.965,1,1,11,1187,0,0,none,345,1
B-00060,2023-07-01 13:12:39.049484,B,llm_agent,voice,update_address,0.978,2,1,116,635,0,0,none,269,1
B-00061,2023-11-02 16:49:10.328603,B,llm_agent,chat,dispute_charge,0.667,1,3,113,415,0,0,none,610,1
B-00062,2023-07-23 18:48:53.001980,B,llm_agent,voice,make_payment,0.864,1,1,90,549,0,0,none,614,1
B-00063,2023-07-15 23:26:47.445416,B,llm_agent,chat,make_payment,0.91,1,1,113,637,0,0,none,137,1
B-00064,2023-11-09 14:26:32.553779,B,llm_agent,chat,check_balance,0.723,1,4,71,1154,0,0,none,253,1
B-00065,2023-11-19 01:16:35.702024,B,llm_agent,voice,make_payment,0.696,1,1,10,673,0,0,none,310,1
B-00066,2023-08-03 16:15:05.948196,B,llm_agent,mobile_app,loan_inquiry,0.544,2,3,42,713,0,0,none,619,1
B-00067,2023-11-18 15:12:32.711765,B,llm_agent,chat,request_statement,0.588,2,4,97,908,0,0,none,214,1
B-00068,2023-08-24 10:34:15.443174,B,llm_agent,voice,make_payment,0.799,2,3,34,878,0,0,none,513,0
B-00069,2023-08-26 09:16:13.393412,B,llm_agent,voice,make_payment,0.913,1,1,94,280,0,0,none,63,1
B-00070,2023-07-23 09:43:22.376094,B,llm_agent,chat,request_statement,0.819,1,1,59,835,0,0,none,691,0
B-00071,2023-08-11 10:50:58.086192,B,llm_agent,chat,check_balance,0.898,2,2,65,359,0,0,none,263,1
B-00072,2023-07-08 02:16:24.007981,B,llm_agent,mobile_app,check_balance,0.816,2,3,40,995,0,1,unresolved,215,1
B-00073,2023-10-31 23:15:33.740095,B,llm_agent,chat,loan_inquiry,0.749,2,1,29,1070,0,0,none,525,1
B-00074,2023-12-03 19:13:03.037001,B,llm_agent,voice,make_payment,0.94,2,2,56,411,0,0,none,451,1
B-00075,2023-07-09 20:19:35.050355,B,llm_agent,voice,make_payment,0.863,1,3,57,436,0,0,none,391,1
B-00076,2023-08-16 17:45:00.537231,B,llm_agent,voice,make_payment,0.595,1,4,54,1040,0,0,none,672,1
B-00077,2023-09-02 08:32:30.486640,B,llm_agent,voice,check_balance,0.721,2,1,119,514,0,0,none,318,1
B-00078,2023-09-10 20:03:44.728246,B,llm_agent,mobile_app,transfer_funds,0.965,2,2,109,1077,0,0,none,402,1
B-00079,2023-11-28 19:54:56.090806,B,llm_agent,chat,transfer_funds,0.819,1,3,84,1103,0,0,none,357,1
B-00080,2023-07-08 20:18:58.529808,B,llm_agent,mobile_app,make_payment,0.759,1,3,43,920,0,0,none,149,1
B-00081,2023-10-21 09:11:09.433037,B,llm_agent,chat,check_balance,0.792,2,4,13,474,0,0,none,245,1
B-00082,2023-10-06 09:43:07.295428,B,llm_agent,chat,make_payment,0.819,2,2,53,899,0,0,none,446,1
B-00083,2023-12-01 10:34:43.662576,B,llm_agent,chat,check_balance,0.807,1,1,118,238,0,0,none,114,1
B-00084,2023-08-25 23:21:13.227156,B,llm_agent,chat,dispute_charge,0.865,1,1,99,899,0,0,none,534,1
B-00085,2023-07-19 15:11:35.557307,B,llm_agent,voice,check_balance,0.529,1,3,80,1127,0,1,customer_request,437,0
B-00086,2023-07-24 21:29:54.977275,B,llm_agent,chat,loan_inquiry,0.855,1,4,38,823,0,0,none,478,1
B-00087,2023-10-24 09:29:55.659470,B,llm_agent,voice,freeze_card,0.909,1,2,73,1026,0,0,none,592,1
B-00088,2023-10-08 20:57:42.892190,B,llm_agent,mobile_app,dispute_charge,0.699,2,4,52,839,0,0,none,363,1
B-00089,2023-10-17 09:18:31.513163,B,llm_agent,chat,dispute_charge,0.834,2,2,55,1018,0,0,none,574,1
B-00090,2023-07-26 02:06:19.259767,B,llm_agent,voice,freeze_card,0.881,2,1,77,759,0,0,none,546,1
B-00091,2023-07-08 18:36:57.601456,B,llm_agent,voice,request_statement,0.886,2,4,108,386,0,0,none,191,1
B-00092,2023-10-12 16:02:19.830060,B,llm_agent,voice,dispute_charge,0.807,1,1,102,316,0,0,none,217,1
B-00093,2023-07-15 20:01:24.062499,B,llm_agent,chat,make_payment,0.932,1,1,38,708,0,0,none,329,0
B-00094,2023-12-18 02:58:51.232456,B,llm_agent,voice,dispute_charge,0.705,1,1,21,331,0,0,none,95,1
B-00095,2023-11-25 00:10:16.196033,B,llm_agent,voice,request_statement,0.686,2,3,55,975,0,0,none,410,1
B-00096,2023-08-02 22:21:10.620033,B,llm_agent,voice,check_balance,0.493,1,2,117,295,0,0,none,659,0
B-00097,2023-10-18 09:44:00.448581,B,llm_agent,voice,loan_inquiry,0.97,1,1,112,862,0,0,none,583,1
B-00098,2023-07-25 03:51:06.624404,B,llm_agent,mobile_app,make_payment,0.898,1,2,30,855,0,1,unresolved,532,1
B-00099,2023-12-19 07:39:46.000415,B,llm_agent,chat,check_balance,0.761,2,3,8,978,0,0,none,165,1
B-00100,2023-10-16 20:52:19.484628,B,llm_agent,voice,make_payment,0.899,1,3,90,204,0,0,none,582,0
B-00101,2023-08-28 03:34:49.998545,B,llm_agent,mobile_app,check_balance,0.742,1,1,66,231,0,0,none,121,0
B-00102,2023-11-02 12:19:06.468378,B,llm_agent,voice,check_balance,0.75,2,1,24,292,0,0,none,313,1
B-00103,2023-07-01 11:08:55.795669,B,llm_agent,mobile_app,check_balance,0.819,1,4,17,1137,0,0,none,672,1
B-00104,2023-08-22 16:16:16.834822,B,llm_agent,mobile_app,make_payment,0.655,1,2,99,247,0,0,none,554,1
B-00105,2023-08-12 20:28:15.951503,B,llm_agent,chat,loan_inquiry,0.55,2,2,108,222,0,1,unresolved,130,1
B-00106,2023-09-02 08:24:34.213714,B,llm_agent,voice,request_statement,0.917,1,1,85,868,0,0,none,390,0
B-00107,2023-07-16 14:39:55.548886,B,llm_agent,chat,make_payment,0.876,1,1,42,985,0,1,unresolved,712,1
B-00108,2023-12-25 03:24:38.156550,B,llm_agent,voice,make_payment,0.941,1,2,47,325,0,0,none,338,1
B-00109,2023-09-24 14:57:44.503102,B,llm_agent,voice,loan_inquiry,0.82,2,1,5,1173,0,0,none,443,1
B-00110,2023-12-04 17:20:40.494926,B,llm_agent,voice,dispute_charge,0.976,2,2,110,680,0,1,low_confidence,294,0
B-00111,2023-07-11 21:22:57.324484,B,llm_agent,voice,check_balance,0.837,2,4,79,210,0,0,none,374,0
B-00112,2023-12-02 14:28:02.327384,B,llm_agent,voice,dispute_charge,0.77,2,3,8,441,0,1,unresolved,387,1
B-00113,2023-10-28 12:07:42.908781,B,llm_agent,mobile_app,dispute_charge,0.967,2,2,73,570,0,0,none,160,1
B-00114,2023-11-02 05:10:18.855193,B,llm_agent,voice,check_balance,0.841,1,4,81,573,0,0,none,680,1
B-00115,2023-11-25 13:27:25.952540,B,llm_agent,voice,check_balance,0.773,2,2,65,281,0,0,none,623,0
B-00116,2023-10-05 06:30:47.005782,B,llm_agent,voice,update_address,0.921,1,2,91,253,0,0,none,99,1
B-00117,2023-10-25 00:34:40.582400,B,llm_agent,voice,update_address,0.622,2,1,73,687,0,0,none,148,1
B-00118,2023-12-12 15:51:14.926724,B,llm_agent,chat,dispute_charge,0.717,1,4,9,946,0,0,none,474,0
B-00119,2023-07-23 21:27:34.099731,B,llm_agent,chat,transfer_funds,0.955,1,1,63,766,0,0,none,306,1
B-00120,2023-07-11 04:29:06.948869,B,llm_agent,chat,transfer_funds,0.541,2,2,42,881,0,0,none,498,1
B-00121,2023-12-27 19:59:05.533246,B,llm_agent,chat,check_balance,0.768,2,1,101,628,0,0,none,63,0
B-00122,2023-12-09 07:32:16.335807,B,llm_agent,chat,transfer_funds,0.425,2,3,93,1132,0,0,none,548,0
B-00123,2023-10-03 01:25:35.015963,B,llm_agent,voice,dispute_charge,0.685,2,2,99,350,0,0,none,45,1
B-00124,2023-11-20 21:08:40.939920,B,llm_agent,voice,check_balance,0.683,1,1,47,671,0,0,none,165,1
B-00125,2023-12-09 09:23:47.261876,B,llm_agent,voice,update_address,0.751,2,3,106,887,0,0,none,533,0
B-00126,2023-09-24 10:25:59.487584,B,llm_agent,voice,check_balance,0.773,2,4,60,886,0,0,none,269,1
B-00127,2023-07-18 22:14:07.094585,B,llm_agent,mobile_app,check_balance,0.918,1,3,86,1152,0,0,none,173,1
B-00128,2023-09-26 22:59:28.445291,B,llm_agent,chat,check_balance,0.645,2,2,64,639,0,0,none,639,1
B-00129,2023-09-03 07:13:47.008499,B,llm_agent,voice,dispute_charge,0.715,2,4,105,911,0,0,none,444,1
B-00130,2023-07-05 05:38:24.136407,B,llm_agent,voice,update_address,0.935,2,3,7,602,0,0,none,228,1
B-00131,2023-12-23 12:08:05.969470,B,llm_agent,chat,check_balance,0.705,2,1,5,488,0,1,timeout,529,1
B-00132,2023-11-08 23:43:28.134536,B,llm_agent,mobile_app,check_balance,0.413,2,1,50,780,0,0,none,122,1
B-00133,2023-11-21 19:18:52.979488,B,llm_agent,mobile_app,request_statement,0.992,2,2,7,957,0,1,customer_request,369,1
B-00134,2023-10-18 04:58:13.196196,B,llm_agent,chat,check_balance,0.843,2,2,10,705,0,0,none,160,1
B-00135,2023-08-19 06:11:56.316186,B,llm_agent,chat,transfer_funds,0.836,2,2,38,260,0,0,none,482,1
B-00136,2023-10-16 00:00:44.858080,B,llm_agent,voice,freeze_card,0.918,1,3,107,432,0,0,none,217,1
B-00137,2023-11-02 11:45:07.363297,B,llm_agent,voice,request_statement,0.838,1,3,97,538,0,0,none,196,0
B-00138,2023-10-18 07:31:03.114947,B,llm_agent,voice,loan_inquiry,0.932,2,3,5,214,0,0,none,206,1
B-00139,2023-07-24 06:25:03.733031,B,llm_agent,chat,make_payment,0.824,2,3,54,298,0,0,none,594,0
B-00140,2023-11-26 21:07:12.979084,B,llm_agent,mobile_app,freeze_card,0.885,2,4,24,214,0,0,none,627,1
B-00141,2023-08-24 10:50:59.993705,B,llm_agent,mobile_app,check_balance,0.835,1,2,87,945,0,0,none,172,0
B-00142,2023-09-11 14:26:43.897819,B,llm_agent,voice,update_address,0.469,1,2,13,433,0,0,none,138,1
B-00143,2023-10-09 18:43:56.792849,B,llm_agent,voice,dispute_charge,0.661,1,2,99,634,0,0,none,437,0
B-00144,2023-12-26 21:46:33.396596,B,llm_agent,voice,check_balance,0.827,1,3,99,1078,0,0,none,473,1
B-00145,2023-08-27 04:36:27.741169,B,llm_agent,voice,freeze_card,0.86,2,3,68,358,0,0,none,606,1
B-00146,2023-07-08 15:55:07.323931,B,llm_agent,chat,make_payment,0.802,2,4,78,501,0,0,none,597,1
B-00147,2023-12-25 23:01:37.260217,B,llm_agent,chat,check_balance,0.804,1,3,87,348,0,0,none,577,1
B-00148,2023-12-23 05:14:55.485711,B,llm_agent,mobile_app,update_address,0.649,2,1,9,1015,0,0,none,59,1
B-00149,2023-08-06 06:50:43.750015,B,llm_agent,voice,check_balance,0.738,2,4,58,747,0,0,none,65,1
B-00150,2023-11-29 17:09:38.342563,B,llm_agent,chat,loan_inquiry,0.879,1,3,41,995,0,1,low_confidence,158,1
B-00151,2023-12-16 06:57:30.446075,B,llm_agent,mobile_app,request_statement,0.871,1,2,52,296,0,0,none,283,1
B-00152,2023-07-03 09:03:41.177473,B,llm_agent,chat,check_balance,0.886,1,3,76,610,0,0,none,539,1
B-00153,2023-11-16 02:51:39.677301,B,llm_agent,voice,update_address,0.868,2,2,73,963,0,0,none,618,1
B-00154,2023-08-02 22:03:29.207813,B,llm_agent,voice,update_address,0.574,2,4,68,657,0,0,none,526,1
B-00155,2023-11-29 08:58:38.763594,B,llm_agent,voice,loan_inquiry,0.912,2,3,10,607,0,1,customer_request,617,1
B-00156,2023-07-04 19:59:44.333245,B,llm_agent,voice,loan_inquiry,0.941,1,1,66,367,0,0,none,286,1
B-00157,2023-11-04 11:55:57.126026,B,llm_agent,voice,loan_inquiry,0.753,1,2,58,674,0,0,none,469,0
B-00158,2023-11-27 11:16:39.790267,B,llm_agent,chat,request_statement,0.777,1,3,17,1197,0,0,none,123,1
B-00159,2023-07-07 12:31:31.872402,B,llm_agent,voice,check_balance,0.863,1,1,50,1007,0,0,none,104,1
B-00160,2023-11-16 13:01:16.864328,B,llm_agent,voice,loan_inquiry,0.723,1,3,88,277,0,0,none,599,1
B-00161,2023-07-22 17:36:35.492928,B,llm_agent,voice,freeze_card,0.916,2,2,34,731,0,1,customer_request,308,1
B-00162,2023-07-15 11:20:40.890093,B,llm_agent,chat,dispute_charge,0.99,2,4,111,881,0,0,none,531,1
B-00163,2023-12-16 11:33:35.667222,B,llm_agent,voice,dispute_charge,0.77,1,1,75,598,0,0,none,693,1
B-00164,2023-12-16 21:56:56.421704,B,llm_agent,voice,make_payment,0.659,1,1,37,638,0,0,none,426,1
B-00165,2023-11-13 15:05:20.997679,B,llm_agent,chat,freeze_card,0.744,1,4,45,835,0,0,none,103,1
B-00166,2023-12-10 21:46:54.924292,B,llm_agent,voice,loan_inquiry,0.929,2,1,55,291,0,0,none,483,1
B-00167,2023-07-04 01:22:45.149579,B,llm_agent,voice,dispute_charge,0.619,1,3,93,459,0,0,none,582,1
B-00168,2023-10-02 15:17:31.301059,B,llm_agent,chat,update_address,0.905,2,3,50,725,0,0,none,219,1
B-00169,2023-12-07 12:14:06.605930,B,llm_agent,voice,transfer_funds,0.8,1,1,97,1193,0,0,none,318,1
B-00170,2023-12-11 09:04:13.069812,B,llm_agent,voice,update_address,0.868,2,1,62,889,0,0,none,463,1
B-00171,2023-09-06 03:58:54.482429,B,llm_agent,chat,update_address,0.743,2,3,51,550,0,0,none,543,1
B-00172,2023-08-29 09:41:09.132904,B,llm_agent,voice,update_address,0.745,2,2,79,472,0,0,none,154,1
B-00173,2023-11-06 02:18:17.638391,B,llm_agent,voice,make_payment,0.383,1,3,91,1156,0,0,none,67,1
B-00174,2023-07-12 00:15:40.124281,B,llm_agent,voice,update_address,0.815,1,1,79,519,0,0,none,469,0
B-00175,2023-11-20 20:02:39.657349,B,llm_agent,voice,dispute_charge,0.758,2,1,35,686,0,0,none,37,0
B-00176,2023-08-15 16:36:15.744215,B,llm_agent,voice,make_payment,0.896,1,4,24,410,0,0,none,341,1
B-00177,2023-10-04 10:44:47.069626,B,llm_agent,voice,make_payment,0.769,2,3,40,445,0,0,none,237,0
B-00178,2023-08-05 05:40:56.324853,B,llm_agent,voice,transfer_funds,0.941,1,3,54,356,0,0,none,332,1
B-00179,2023-11-12 09:17:59.752203,B,llm_agent,chat,update_address,0.821,2,4,6,801,0,0,none,630,1
B-00180,2023-12-23 00:48:49.360195,B,llm_agent,chat,freeze_card,0.948,2,2,53,600,0,0,none,675,1
B-00181,2023-10-07 23:20:28.646357,B,llm_agent,mobile_app,check_balance,0.679,2,4,17,402,0,0,none,499,1
B-00182,2023-12-21 23:32:53.308242,B,llm_agent,voice,check_balance,0.8,1,3,67,333,0,0,none,286,1
B-00183,2023-09-12 13:53:17.932804,B,llm_agent,voice,check_balance,0.974,2,4,114,502,0,0,none,452,0
B-00184,2023-08-22 09:52:31.704994,B,llm_agent,voice,check_balance,0.634,1,2,47,1119,0,0,none,125,1
B-00185,2023-12-01 11:10:36.665473,B,llm_agent,voice,check_balance,0.747,1,3,116,508,0,0,none,718,1
B-00186,2023-07-07 22:35:47.672062,B,llm_agent,voice,transfer_funds,0.919,2,3,40,973,0,0,none,632,1
B-00187,2023-08-21 10:55:20.162093,B,llm_agent,voice,check_balance,0.953,1,3,115,852,0,0,none,269,1
B-00188,2023-11-04 08:37:51.713036,B,llm_agent,chat,loan_inquiry,0.557,1,4,16,1044,0,0,none,46,1
B-00189,2023-08-04 13:42:00.769951,B,llm_agent,voice,dispute_charge,0.54,1,2,99,1163,0,1,customer_request,616,1
B-00190,2023-12-10 22:52:12.477565,B,llm_agent,voice,dispute_charge,0.732,1,4,86,318,0,0,none,50,1
B-00191,2023-09-27 05:43:29.680690,B,llm_agent,chat,loan_inquiry,0.865,1,3,87,534,0,0,none,105,1
B-00192,2023-08-15 00:00:25.084028,B,llm_agent,voice,update_address,0.887,1,1,106,1049,0,0,none,34,1
B-00193,2023-09-06 22:33:06.099535,B,llm_agent,mobile_app,check_balance,0.902,2,1,73,299,0,0,none,147,1
B-00194,2023-08-21 22:13:05.707542,B,llm_agent,chat,transfer_funds,0.866,1,1,19,603,0,0,none,663,1
B-00195,2023-11-06 06:26:12.617989,B,llm_agent,voice,make_payment,0.951,2,3,19,1025,0,0,none,359,1
B-00196,2023-07-21 02:42:06.722215,B,llm_agent,voice,update_address,0.877,1,4,115,331,0,0,none,145,1
B-00197,2023-12-04 05:19:58.574582,B,llm_agent,mobile_app,freeze_card,0.813,1,3,115,1185,0,0,none,692,1
B-00198,2023-07-28 05:36:58.608526,B,llm_agent,chat,request_statement,0.964,2,2,28,392,0,0,none,317,0
B-00199,2023-08-21 16:35:45.184481,B,llm_agent,mobile_app,make_payment,0.822,1,3,8,241,0,0,none,515,0
B-00200,2023-10-23 16:29:14.960119,B,llm_agent,voice,dispute_charge,0.939,2,4,40,653,0,0,none,405,1
B-00201,2023-09-03 19:40:31.672269,B,llm_agent,chat,check_balance,0.817,1,1,116,413,0,0,none,107,1
B-00202,2023-10-02 08:09:17.314312,B,llm_agent,voice,check_balance,0.914,1,4,11,307,0,0,none,520,1
B-00203,2023-10-13 03:30:22.089651,B,llm_agent,voice,dispute_charge,0.902,1,1,106,1049,0,1,customer_request,688,1
B-00204,2023-08-17 09:37:26.070985,B,llm_agent,voice,make_payment,0.853,2,1,93,625,0,0,none,703,1
B-00205,2023-10-06 19:58:15.750557,B,llm_agent,chat,transfer_funds,0.725,2,4,80,236,0,0,none,558,1
B-00206,2023-12-19 21:41:12.027163,B,llm_agent,voice,check_balance,0.562,1,4,56,992,0,0,none,493,1
B-00207,2023-07-01 10:52:26.617773,B,llm_agent,chat,freeze_card,0.85,1,2,109,279,0,0,none,538,1
B-00208,2023-10-18 02:38:06.695088,B,llm_agent,voice,check_balance,0.728,1,3,118,368,0,0,none,698,1
B-00209,2023-08-28 14:20:42.263383,B,llm_agent,mobile_app,check_balance,0.701,2,3,90,314,0,0,none,410,1
B-00210,2023-12-05 18:08:48.675156,B,llm_agent,voice,loan_inquiry,0.947,2,1,7,322,0,0,none,655,1
B-00211,2023-07-18 16:13:55.885038,B,llm_agent,mobile_app,request_statement,0.844,2,1,31,926,0,0,none,301,0
B-00212,2023-07-12 02:15:45.633549,B,llm_agent,chat,request_statement,0.666,2,1,84,563,0,0,none,248,1
B-00213,2023-09-13 02:18:16.005347,B,llm_agent,voice,update_address,0.944,2,2,88,1114,0,0,none,105,1
B-00214,2023-11-01 07:04:33.272114,B,llm_agent,chat,request_statement,0.767,1,3,72,945,0,0,none,349,1
B-00215,2023-07-02 04:20:14.968585,B,llm_agent,chat,update_address,0.857,1,4,68,689,0,0,none,457,1
B-00216,2023-11-26 10:56:20.081680,B,llm_agent,voice,freeze_card,0.839,2,1,33,414,0,1,timeout,311,1
B-00217,2023-08-31 13:58:03.964819,B,llm_agent,voice,make_payment,0.969,1,4,57,459,0,1,low_confidence,118,1
B-00218,2023-12-16 09:45:09.636708,B,llm_agent,mobile_app,update_address,0.92,2,3,101,967,0,0,none,334,0
B-00219,2023-12-13 18:07:21.151065,B,llm_agent,mobile_app,dispute_charge,0.801,1,4,70,549,0,1,low_confidence,437,1
B-00220,2023-11-17 18:38:57.475058,B,llm_agent,chat,make_payment,0.867,2,2,76,1151,0,0,none,111,1
B-00221,2023-11-12 20:55:43.729131,B,llm_agent,voice,make_payment,0.339,2,1,11,265,0,0,none,402,1
B-00222,2023-10-18 22:46:01.772263,B,llm_agent,voice,check_balance,0.831,2,1,76,445,0,0,none,293,1
B-00223,2023-11-23 09:23:21.895271,B,llm_agent,voice,request_statement,0.875,2,4,94,893,0,0,none,441,1
B-00224,2023-08-02 14:08:27.140113,B,llm_agent,chat,make_payment,0.926,2,2,27,637,0,0,none,34,1
B-00225,2023-11-27 12:44:23.281178,B,llm_agent,voice,check_balance,0.761,1,3,81,669,0,1,timeout,600,1
B-00226,2023-10-12 10:23:36.298757,B,llm_agent,voice,check_balance,0.682,1,4,61,559,0,0,none,305,1
B-00227,2023-11-21 02:26:15.297396,B,llm_agent,chat,transfer_funds,0.736,2,4,71,591,0,0,none,313,0
