session_id,timestamp,period,system_type,channel,intent,confidence_score,intent_attempts,turns,raw_input_length,response_latency_ms,is_fallback,transferred_to_human,transfer_reason,call_duration_sec,resolved
A-00063,2023-01-02 22:56:30.800153,A,rule_based,mobile_app,freeze_card,0.718,2,2,22,191,0,0,none,400,1
A-00064,2023-02-12 10:38:25.737599,A,rule_based,voice,request_statement,0.766,1,2,6,385,0,0,none,183,1
A-00065,2023-01-06 05:48:09.122639,A,rule_based,voice,update_address,0.77,1,2,21,424,0,0,none,93,1
A-00066,2023-04-28 02:24:46.814066,A,rule_based,voice,update_address,0.928,2,3,25,231,0,0,none,284,1
A-00067,2023-06-10 01:43:20.423831,A,rule_based,voice,make_payment,0.559,2,1,73,417,0,0,none,310,1
A-00068,2023-06-29 14:26:49.237706,A,rule_based,voice,check_balance,0.948,1,1,63,572,0,0,none,76,0
A-00069,2023-03-22 17:45:56.780995,A,rule_based,chat,dispute_charge,0.769,1,2,31,388,0,0,none,454,1
A-00070,2023-02-16 19:48:34.547295,A,rule_based,voice,make_payment,0.588,1,2,76,101,0,0,none,300,1
A-00071,2023-06-03 13:24:27.136356,A,rule_based,chat,dispute_charge,0.649,1,3,67,592,0,0,none,478,1
A-00072,2023-01-21 08:50:41.264789,A,rule_based,chat,loan_inquiry,0.718,1,3,23,504,0,0,none,331,1
A-00073,2023-06-25 08:42:44.633385,A,rule_based,mobile_app,make_payment,0.656,1,1,40,393,0,0,none,34,1
A-00074,2023-05-09 16:05:52.095777,A,rule_based,voice,check_balance,0.836,1,2,74,115,0,0,none,123,1
A-00075,2023-04-01 16:59:51.915794,A,rule_based,chat,make_payment,0.991,2,3,39,162,0,0,none,467,1
A-00076,2023-01-18 09:31:49.156466,A,rule_based,voice,make_payment,0.773,2,3,32,155,0,1,customer_request,281,1
A-00077,2023-01-04 06:36:23.192158,A,rule_based,chat,request_statement,0.807,2,3,72,696,0,0,none,84,1
A-00078,2023-04-09 00:22:44.735239,A,rule_based,voice,update_address,0.839,1,2,54,316,0,0,none,63,1
A-00079,2023-03-16 11:50:03.091707,A,rule_based,chat,freeze_card,0.815,2,1,38,397,0,0,none,271,1
A-00080,2023-06-01 16:18:38.216318,A,rule_based,voice,request_statement,0.767,2,1,70,587,0,0,none,297,1
A-00081,2023-04-26 14:45:34.820192,A,rule_based,chat,dispute_charge,0.767,2,3,60,558,0,0,none,140,1
A-00082,2023-03-19 17:47:31.980701,A,rule_based,voice,loan_inquiry,0.822,2,2,31,145,0,0,none,117,1
A-00083,2023-02-10 16:21:01.798694,A,rule_based,voice,check_balance,0.758,1,3,36,750,0,0,none,302,1
A-00084,2023-03-28 11:25:26.191444,A,rule_based,chat,check_balance,0.94,2,1,8,285,0,0,none,225,1
A-00085,2023-01-30 08:08:07.023682,A,rule_based,voice,check_balance,0.745,2,2,12,637,0,0,none,46,1
A-00086,2023-05-01 01:29:40.926783,A,rule_based,chat,freeze_card,0.784,1,3,76,682,0,0,none,55,1
A-00087,2023-04-20 00:44:58.534987,A,rule_based,chat,dispute_charge,0.712,2,1,8,477,0,0,none,137,1
A-00088,2023-05-26 19:30:29.917099,A,rule_based,chat,check_balance,0.873,1,1,67,213,0,0,none,283,1
A-00089,2023-03-22 21:57:59.241912,A,rule_based,chat,update_address,0.873,1,1,20,481,0,0,none,165,1
A-00090,2023-02-20 03:45:41.985644,A,rule_based,chat,check_balance,0.992,1,1,45,271,0,0,none,36,1
A-00091,2023-05-31 13:13:40.626834,A,rule_based,mobile_app,request_statement,0.614,1,2,59,694,0,0,none,442,1
A-00092,2023-05-05 09:06:26.610864,A,rule_based,voice,dispute_charge,0.728,2,1,79,628,0,1,timeout,342,1
A-00093,2023-05-08 04:59:00.919451,A,rule_based,chat,dispute_charge,0.432,1,1,33,676,0,0,none,292,1
A-00094,2023-04-06 01:19:31.254511,A,rule_based,chat,make_payment,0.713,1,2,74,679,0,0,none,139,0
A-00095,2023-06-07 16:13:39.418721,A,rule_based,voice,request_statement,0.526,1,1,39,225,0,0,none,348,1
A-00096,2023-02-11 00:01:29.108197,A,rule_based,voice,make_payment,0.617,2,2,70,121,0,0,none,455,1
A-00097,2023-03-14 07:18:34.378289,A,rule_based,voice,check_balance,0.856,2,3,12,538,0,0,none,334,0
A-00098,2023-05-24 07:43:28.954531,A,rule_based,chat,check_balance,0.721,1,3,25,529,0,0,none,163,1
A-00099,2023-01-24 22:23:27.947417,A,rule_based,voice,transfer_funds,0.714,1,3,51,706,0,0,none,206,1
A-00100,2023-05-26 11:01:58.835388,A,rule_based,chat,transfer_funds,0.472,1,3,57,546,0,0,none,448,1
A-00101,2023-03-05 11:12:40.872806,A,rule_based,chat,request_statement,0.936,1,3,65,662,0,0,none,36,1
A-00102,2023-01-23 14:10:33.527320,A,rule_based,chat,make_payment,0.767,1,1,31,344,0,0,none,129,1
A-00103,2023-01-15 05:55:32.799044,A,rule_based,voice,transfer_funds,0.736,2,3,51,187,0,0,none,78,0
A-00104,2023-06-01 17:53:02.634058,A,rule_based,chat,freeze_card,0.853,2,2,51,126,0,0,none,318,1
A-00105,2023-05-21 03:37:08.965570,A,rule_based,chat,freeze_card,0.605,2,1,78,404,0,0,none,236,1
A-00106,2023-02-21 20:20:19.003498,A,rule_based,voice,dispute_charge,0.529,1,2,13,101,0,0,none,89,1
A-00107,2023-01-21 22:41:04.767021,A,rule_based,voice,make_payment,0.917,2,1,6,462,0,0,none,453,1
A-00108,2023-02-14 12:03:09.793739,A,rule_based,voice,check_balance,0.825,1,2,48,380,0,1,customer_request,278,1
A-00109,2023-02-08 08:06:23.710308,A,rule_based,mobile_app,transfer_funds,0.839,2,2,6,280,0,0,none,141,1
A-00110,2023-05-12 22:48:01.495117,A,rule_based,voice,dispute_charge,0.916,2,1,19,513,0,0,none,455,1
A-00111,2023-02-08 19:13:57.087919,A,rule_based,voice,make_payment,0.989,2,2,42,575,0,0,none,344,1
A-00112,2023-02-08 21:32:44.210530,A,rule_based,voice,make_payment,0.949,1,1,25,127,0,0,none,88,0
A-00113,2023-01-06 19:23:53.996622,A,rule_based,voice,update_address,0.927,1,1,24,433,0,0,none,401,1
A-00114,2023-04-18 10:26:01.872590,A,rule_based,voice,check_balance,0.976,1,1,30,757,0,0,none,56,1
A-00115,2023-05-05 00:23:29.934479,A,rule_based,chat,loan_inquiry,0.877,2,3,56,308,0,0,none,438,1
A-00116,2023-04-28 15:04:43.773081,A,rule_based,voice,freeze_card,0.902,2,2,32,646,0,0,none,207,1
A-00117,2023-04-13 08:20:54.076539,A,rule_based,chat,freeze_card,0.862,1,1,64,335,0,0,none,162,1
A-00118,2023-06-23 21:26:37.604373,A,rule_based,voice,dispute_charge,0.91,2,3,16,290,0,0,none,54,0
A-00119,2023-03-27 02:13:49.341378,A,rule_based,voice,request_statement,0.86,1,2,12,699,0,0,none,449,1
A-00120,2023-06-04 19:47:22.974301,A,rule_based,chat,update_address,0.64,1,1,17,349,0,0,none,281,1
A-00121,2023-04-27 06:45:46.126188,A,rule_based,chat,request_statement,0.699,2,2,73,706,0,0,none,303,1
A-00122,2023-01-16 03:34:46.501577,A,rule_based,mobile_app,check_balance,0.718,2,1,25,558,0,0,none,412,1
A-00123,2023-05-26 19:34:55.745100,A,rule_based,voice,dispute_charge,0.665,2,2,7,668,0,1,unresolved,258,1
A-00124,2023-04-16 04:33:30.600360,A,rule_based,voice,check_balance,0.876,2,3,28,670,0,0,none,160,1
A-00125,2023-04-28 15:13:51.053829,A,rule_based,chat,dispute_charge,0.888,2,1,56,739,0,0,none,380,1
A-00126,2023-02-02 10:34:57.078822,A,rule_based,voice,make_payment,0.709,2,3,32,488,0,0,none,268,1
A-00127,2023-03-20 17:57:25.944102,A,rule_based,chat,check_balance,0.752,1,1,33,766,0,0,none,137,1
A-00128,2023-06-08 12:06:58.641469,A,rule_based,voice,check_balance,0.968,2,2,11,141,0,0,none,410,1
A-00129,2023-02-08 18:39:45.914878,A,rule_based,voice,update_address,0.654,2,3,55,444,0,0,none,395,0
A-00130,2023-01-01 00:32:22.546466,A,rule_based,chat,check_balance,0.843,2,1,21,377,0,0,none,141,1
A-00131,2023-02-16 08:26:15.490851,A,rule_based,chat,transfer_funds,0.657,1,3,12,167,0,1,customer_request,322,1
A-00132,2023-03-29 18:11:00.169592,A,rule_based,mobile_app,update_address,0.738,2,1,58,711,0,0,none,444,0
A-00133,2023-05-28 19:55:16.129431,A,rule_based,mobile_app,make_payment,0.74,1,2,75,660,0,0,none,389,0
A-00134,2023-04-26 19:01:00.085717,A,rule_based,voice,update_address,0.874,1,1,50,624,0,0,none,119,1
A-00135,2023-06-15 10:21:15.069222,A,rule_based,chat,check_balance,0.736,1,1,75,543,0,0,none,415,1
A-00136,2023-03-24 00:02:18.040677,A,rule_based,mobile_app,transfer_funds,0.72,1,2,35,521,0,0,none,55,1
A-00137,2023-03-12 08:19:18.347428,A,rule_based,voice,dispute_charge,0.912,1,2,43,366,0,0,none,307,1
A-00138,2023-02-11 15:43:36.104497,A,rule_based,voice,freeze_card,0.819,1,3,31,578,0,0,none,260,1
A-00139,2023-02-09 06:01:47.759552,A,rule_based,mobile_app,check_balance,0.755,1,1,43,782,0,0,none,46,1
A-00140,2023-05-13 11:59:41.118269,A,rule_based,voice,dispute_charge,0.834,1,2,71,275,0,1,customer_request,356,1
A-00141,2023-01-15 11:09:05.081601,A,rule_based,mobile_app,dispute_charge,0.9,2,1,52,337,0,0,none,163,1
A-00142,2023-02-13 16:31:21.671323,A,rule_based,voice,transfer_funds,0.753,2,3,7,176,0,0,none,413,1
A-00143,2023-06-09 11:04:03.076368,A,rule_based,mobile_app,update_address,0.852,1,1,48,735,0,0,none,425,1
A-00144,2023-04-14 20:17:52.563086,A,rule_based,chat,dispute_charge,0.944,1,3,33,471,0,0,none,295,1
A-00145,2023-01-09 09:15:30.496231,A,rule_based,chat,make_payment,0.809,2,1,45,514,0,0,none,312,1
A-00146,2023-05-07 18:22:54.511625,A,rule_based,chat,make_payment,0.9,2,2,46,286,0,0,none,53,1
A-00147,2023-04-02 04:52:04.183296,A,rule_based,voice,update_address,0.86,2,1,49,125,0,0,none,430,1
A-00148,2023-06-03 19:32:01.906049,A,rule_based,chat,dispute_charge,0.978,1,3,69,663,0,0,none,336,1
A-00149,2023-05-03 20:06:51.585762,A,rule_based,mobile_app,check_balance,0.689,1,1,69,702,0,0,none,203,1
A-00150,2023-01-01 19:12:33.336231,A,rule_based,mobile_app,loan_inquiry,0.879,1,3,77,338,0,0,none,68,0
A-00151,2023-02-07 00:47:34.283744,A,rule_based,mobile_app,loan_inquiry,0.949,2,3,50,633,0,0,none,257,1
A-00152,2023-02-16 10:24:11.471186,A,rule_based,chat,check_balance,0.792,1,2,26,500,0,0,none,435,0
A-00153,2023-05-07 09:38:36.561042,A,rule_based,chat,update_address,0.833,1,2,19,549,0,0,none,418,1
A-00154,2023-04-02 16:14:14.091125,A,rule_based,chat,check_balance,0.925,1,2,68,220,0,0,none,74,1
A-00155,2023-05-15 12:58:23.474762,A,rule_based,chat,request_statement,0.788,2,2,73,530,0,0,none,372,1
A-00156,2023-04-03 07:35:10.675480,A,rule_based,chat,make_payment,0.723,2,2,7,212,0,0,none,66,1
A-00157,2023-02-28 22:18:05.465554,A,rule_based,voice,request_statement,0.825,1,1,21,253,0,0,none,199,1
A-00158,2023-01-19 15:48:50.377614,A,rule_based,voice,freeze_card,0.847,2,1,55,349,0,0,none,231,1
A-00159,2023-02-06 11:19:38.878496,A,rule_based,chat,freeze_card,0.731,1,3,17,250,0,0,none,40,0
A-00160,2023-03-14 03:22:11.809536,A,rule_based,voice,check_balance,0.721,2,3,8,736,0,0,none,91,0
A-00161,2023-04-10 06:16:57.400843,A,rule_based,voice,transfer_funds,0.916,1,1,79,120,0,0,none,426,0
A-00162,2023-06-18 22:54:48.894421,A,rule_based,voice,make_payment,0.938,2,3,12,732,0,1,none,313,1
A-00163,2023-02-13 03:35:28.193738,A,rule_based,chat,check_balance,0.894,2,1,21,207,0,0,none,383,0
A-00164,2023-04-30 21:29:12.978275,A,rule_based,mobile_app,update_address,0.651,1,2,79,709,0,0,none,287,1
A-00165,2023-01-28 10:59:54.015544,A,rule_based,chat,make_payment,0.934,1,2,12,335,0,0,none,232,1
A-00166,2023-05-09 11:24:48.552136,A,rule_based,mobile_app,loan_inquiry,0.849,1,3,64,744,0,0,none,38,1
A-00167,2023-01-03 00:59:33.321343,A,rule_based,mobile_app,loan_inquiry,0.886,2,3,47,478,0,0,none,275,1
A-00168,2023-04-29 01:34:27.061305,A,rule_based,voice,make_payment,0.758,2,3,45,442,0,0,none,376,1
A-00169,2023-01-30 09:06:00.997224,A,rule_based,voice,transfer_funds,0.891,1,3,67,191,0,1,customer_request,121,1
A-00170,2023-02-02 11:00:05.790115,A,rule_based,voice,make_payment,0.798,1,2,6,403,0,0,none,250,0
A-00171,2023-04-11 14:28:51.513308,A,rule_based,voice,update_address,0.783,2,2,9,490,0,0,none,215,1
A-00172,2023-03-09 13:46:40.361972,A,rule_based,chat,make_payment,0.473,2,2,19,788,0,0,none,421,1
A-00173,2023-03-26 20:02:17.701367,A,rule_based,voice,transfer_funds,0.813,1,2,41,284,0,0,none,103,1
A-00174,2023-02-25 14:23:59.901515,A,rule_based,mobile_app,check_balance,0.896,1,2,77,157,0,0,none,77,1
A-00175,2023-06-21 14:58:39.554265,A,rule_based,chat,check_balance,0.907,1,1,10,277,0,0,none,124,1
A-00176,2023-02-22 07:38:03.668474,A,rule_based,voice,dispute_charge,0.705,1,1,36,270,0,0,none,100,1
A-00177,2023-04-08 13:38:41.549486,A,rule_based,mobile_app,transfer_funds,0.879,1,2,37,763,0,1,timeout,410,1
A-00178,2023-06-03 18:48:57.599771,A,rule_based,mobile_app,loan_inquiry,0.839,1,1,19,205,0,0,none,147,1
A-00179,2023-04-30 13:15:39.992280,A,rule_based,chat,freeze_card,0.783,1,2,30,794,0,0,none,193,1
A-00180,2023-02-28 02:23:47.079460,A,rule_based,chat,loan_inquiry,0.866,1,3,20,179,0,1,customer_request,145,1
A-00181,2023-04-10 10:31:35.299721,A,rule_based,mobile_app,loan_inquiry,0.761,2,1,15,668,0,0,none,396,1
A-00182,2023-01-15 22:31:17.995171,A,rule_based,chat,update_address,0.97,1,1,44,390,0,0,none,328,1
A-00183,2023-04-09 05:21:54.934910,A,rule_based,mobile_app,make_payment,0.806,2,1,74,138,0,0,none,243,1
A-00184,2023-03-19 15:36:03.102074,A,rule_based,voice,freeze_card,0.851,2,3,35,529,0,0,none,389,1
A-00185,2023-05-17 10:16:25.012406,A,rule_based,chat,request_statement,0.901,1,3,52,610,0,0,none,61,1
A-00186,2023-06-02 14:56:25.016422,A,rule_based,voice,make_payment,0.888,2,3,55,687,0,0,none,335,0
A-00187,2023-02-05 22:20:36.144661,A,rule_based,voice,check_balance,0.586,1,1,68,224,0,0,none,192,1
A-00188,2023-01-15 16:14:06.401726,A,rule_based,voice,freeze_card,0.944,2,2,66,532,0,0,none,200,1
A-00189,2023-03-12 07:12:22.172320,A,rule_based,voice,make_payment,0.807,1,1,72,498,0,0,none,101,1
A-00190,2023-04-07 03:31:47.148335,A,rule_based,voice,transfer_funds,0.561,2,1,66,409,0,0,none,73,1
A-00191,2023-03-09 19:47:03.900195,A,rule_based,voice,make_payment,0.869,2,3,74,725,0,0,none,342,1
A-00192,2023-04-24 03:23:03.331362,A,rule_based,voice,check_balance,0.934,1,3,77,396,0,0,none,412,0
A-00193,2023-04-02 00:24:48.702191,A,rule_based,chat,loan_inquiry,0.802,2,3,61,366,0,0,none,440,1
A-00194,2023-06-18 14:13:28.091111,A,rule_based,chat,check_balance,0.827,2,2,41,467,0,1,timeout,139,1
A-00195,2023-03-15 16:34:10.749866,A,rule_based,chat,check_balance,0.822,2,2,28,750,0,0,none,373,1
A-00196,2023-01-15 20:22:29.377696,A,rule_based,voice,update_address,0.505,1,3,47,707,0,0,none,80,1
A-00197,2023-02-24 08:21:33.448792,A,rule_based,chat,loan_inquiry,0.694,2,2,67,595,0,0,none,380,1
A-00198,2023-04-20 01:27:41.347473,A,rule_based,voice,check_balance,0.785,2,2,61,156,0,0,none,284,1
A-00199,2023-02-16 02:01:42.333537,A,rule_based,voice,make_payment,0.693,1,1,44,310,0,0,none,417,1
A-00200,2023-02-18 10:01:48.402481,A,rule_based,voice,freeze_card,0.969,1,3,10,110,0,0,none,60,1
A-00201,2023-03-03 02:57:11.271516,A,rule_based,mobile_app,transfer_funds,0.919,1,3,25,166,0,0,none,379,1
A-00202,2023-05-15 07:19:56.961146,A,rule_based,mobile_app,update_address,0.826,1,2,48,682,0,0,none,240,1
A-00203,2023-06-19 05:22:32.059740,A,rule_based,chat,check_balance,0.865,2,1,33,670,0,0,none,285,1
A-00204,2023-03-05 01:37:37.409601,A,rule_based,chat,check_balance,0.939,2,3,39,171,0,0,none,272,1
A-00205,2023-02-05 04:30:29.994355,A,rule_based,voice,make_payment,0.845,1,3,27,420,0,0,none,351,1
A-00206,2023-03-17 17:09:05.880103,A,rule_based,chat,check_balance,0.86,1,2,10,295,0,0,none,299,1
A-00207,2023-03-05 07:56:50.905219,A,rule_based,voice,request_statement,0.867,1,1,39,150,0,0,none,217,1
A-00208,2023-06-28 04:54:27.464444,A,rule_based,voice,check_balance,0.872,2,3,38,367,0,0,none,225,1
A-00209,2023-03-25 11:54:39.156472,A,rule_based,mobile_app,update_address,0.877,1,2,63,172,0,1,timeout,61,1
A-00210,2023-05-03 06:30:14.702930,A,rule_based,mobile_app,request_statement,0.649,2,3,13,615,0,0,none,355,1
A-00211,2023-06-14 11:33:52.012461,A,rule_based,voice,update_address,0.744,2,2,41,776,0,0,none,347,1
A-00212,2023-04-24 05:32:45.651163,A,rule_based,voice,check_balance,0.887,1,2,69,395,0,0,none,285,1
A-00213,2023-02-14 21:18:54.041954,A,rule_based,voice,loan_inquiry,0.863,2,1,25,270,0,0,none,354,1
A-00214,2023-04-20 08:00:41.802623,A,rule_based,voice,freeze_card,0.685,2,2,28,449,0,0,none,151,1
A-00215,2023-03-14 08:06:20.778485,A,rule_based,voice,freeze_card,0.831,2,2,11,776,0,0,none,130,1
A-00216,2023-03-18 00:33:05.169512,A,rule_based,chat,check_balance,0.772,2,1,48,211,0,1,unresolved,446,1
A-00217,2023-06-26 06:40:55.889473,A,rule_based,voice,check_balance,0.659,1,3,69,576,0,0,none,459,1
A-00218,2023-02-20 03:30:47.443427,A,rule_based,voice,transfer_funds,0.94,2,2,41,165,0,0,none,413,1
A-00219,2023-03-26 09:47:59.398031,A,rule_based,voice,dispute_charge,0.788,1,1,36,310,0,0,none,53,1
A-00220,2023-01-29 18:37:32.294714,A,rule_based,chat,make_payment,0.691,2,3,61,407,0,0,none,276,1
A-00221,2023-02-02 03:18:39.377957,A,rule_based,voice,dispute_charge,0.938,1,3,38,368,0,0,none,361,1
A-00222,2023-04-19 15:03:09.763383,A,rule_based,voice,request_statement,0.65,2,2,34,225,0,0,none,46,0
A-00223,2023-05-16 04:23:16.293191,A,rule_based,chat,transfer_funds,0.861,2,1,62,643,0,0,none,465,1
A-00224,2023-04-25 13:30:23.954489,A,rule_based,chat,make_payment,0.876,2,1,26,571,0,0,none,384,1
A-00225,2023-03-01 06:30:24.735387,A,rule_based,voice,transfer_funds,0.675,1,2,68,404,0,0,none,169,1
A-00226,2023-01-11 17:33:01.819731,A,rule_based,chat,check_balance,0.975,1,2,25,393,0,0,none,257,1
A-00227,2023-03-26 15:32:23.584136,A,rule_based,voice,update_address,0.835,2,2,43,152,0,0,none,440,1
A-00228,2023-04-01 18:26:41.644917,A,rule_based,chat,request_statement,0.964,2,3,23,562,0,1,unresolved,414,1
A-00229,2023-05-19 17:12:53.806991,A,rule_based,voice,check_balance,0.737,2,2,52,260,0,0,none,401,1
A-00230,2023-04-26 06:03:03.272764,A,rule_based,mobile_app,check_balance,0.739,2,3,37,310,0,0,none,472,1
A-00231,2023-06-06 19:50:14.176451,A,rule_based,mobile_app,dispute_charge,0.844,2,2,22,702,0,0,none,364,1
