session_id,timestamp,period,system_type,channel,intent,confidence_score,intent_attempts,turns,raw_input_length,response_latency_ms,is_fallback,transferred_to_human,transfer_reason,call_duration_sec,resolved
B-00019,2023-08-07 01:56:33.024228,B,llm_agent,voice,loan_inquiry,0.639,1,1,44,961,0,0,none,612,0
B-00020,2023-12-21 18:46:15.157047,B,llm_agent,voice,update_address,0.844,1,1,99,632,0,0,none,560,1
B-00021,2023-08-21 12:54:37.107176,B,llm_agent,chat,update_address,0.736,1,1,16,448,0,0,none,37,1
B-00022,2023-12-13 11:34:21.556143,B,llm_agent,voice,transfer_funds,0.84,1,2,68,797,0,0,none,377,1
B-00023,2023-08-01 03:33:49.116320,B,llm_agent,chat,update_address,0.809,2,4,91,843,0,0,none,360,1
B-00024,2023-09-04 14:24:48.965635,B,llm_agent,mobile_app,make_payment,0.652,1,1,26,477,0,0,none,538,1
B-00025,2023-10-24 00:53:28.292883,B,llm_agent,voice,request_statement,0.703,2,4,90,1081,0,0,none,551,1
B-00026,2023-12-14 21:01:15.485102,B,llm_agent,voice,loan_inquiry,0.882,2,1,17,736,0,0,none,45,1
B-00027,2023-09-23 10:06:39.592483,B,llm_agent,voice,check_balance,0.565,2,1,88,871,0,0,none,658,1
B-00028,2023-10-18 15:30:57.872063,B,llm_agent,voice,check_balance,0.781,2,2,53,239,0,0,none,377,1
B-00029,2023-08-29 17:22:22.692894,B,llm_agent,voice,dispute_charge,0.728,2,1,111,246,0,1,customer_request,91,1
B-00030,2023-08-05 17:33:29.631926,B,llm_agent,voice,update_address,0.709,1,2,16,268,0,0,none,285,0
B-00031,2023-11-13 13:02:31.211169,B,llm_agent,chat,make_payment,0.944,2,4,31,1032,0,0,none,527,0
B-00032,2023-11-12 11:30:27.176378,B,llm_agent,chat,profile_update,0.284,4,3,165,2105,0,0,none,189,1
B-00033,2023-12-06 02:52:54.087358,B,llm_agent,voice,request_statement,0.684,2,4,35,745,0,0,none,384,0
B-00034,2023-07-28 13:48:45.610295,B,llm_agent,chat,check_balance,0.872,2,4,89,997,0,0,none,347,1
B-00035,2023-07-11 17:24:14.252705,B,llm_agent,chat,make_payment,0.827,2,3,103,510,0,0,none,276,1
B-00036,2023-10-23 10:00:35.189751,B,llm_agent,chat,freeze_card,0.9,1,3,80,441,0,0,none,300,1
B-00037,2023-09-28 10:50:24.204273,B,llm_agent,voice,check_balance,0.872,1,4,74,501,0,0,none,416,1
B-00038,2023-10-23 12:01:30.907282,B,llm_agent,voice,request_statement,0.952,2,2,11,1157,0,0,none,157,1
B-00039,2023-08-13 16:43:46.857425,B,llm_agent,chat,update_address,0.727,2,2,22,420,0,0,none,485,1
B-00040,2023-11-29 02:05:05.304318,B,llm_agent,voice,update_address,0.886,2,3,38,272,0,0,none,719,0
B-00041,2023-09-20 10:03:29.505292,B,llm_agent,voice,loan_inquiry,0.764,2,2,5,850,0,0,none,547,1
B-00042,2023-11-01 22:43:56.825688,B,llm_agent,voice,dispute_charge,0.682,2,4,99,759,0,0,none,65,1
B-00043,2023-08-05 16:26:17.264100,B,llm_agent,voice,make_payment,0.941,2,2,59,660,0,0,none,318,1
B-00044,2023-07-10 01:59:34.000138,B,llm_agent,chat,freeze_card,0.982,2,3,94,441,0,0,none,607,1
B-00045,2023-09-04 12:05:36.496953,B,llm_agent,voice,loan_inquiry,0.719,1,4,87,918,0,0,none,510,1
B-00046,2023-09-16 22:38:00.595026,B,llm_agent,voice,transfer_funds,0.925,2,3,45,751,0,0,none,550,1
B-00047,2023-09-17 14:38:24.727675,B,llm_agent,mobile_app,dispute_charge,0.811,1,1,79,1087,0,0,none,477,1
B-00048,2023-08-13 19:23:48.482057,B,llm_agent,voice,transfer_funds,0.72,1,2,40,844,0,0,none,81,1
B-00049,2023-09-24 12:49:30.031756,B,llm_agent,voice,make_payment,0.974,1,2,62,726,0,0,none,529,1
B-00050,2023-10-01 13:15:12.568712,B,llm_agent,chat,insurance_claim,0.398,3,5,164,1390,0,1,unresolved,265,1
B-00051,2023-08-22 09:53:02.864509,B,llm_agent,voice,request_statement,0.643,2,4,48,748,0,0,none,52,1
B-00052,2023-08-30 18:17:33.522917,B,llm_agent,mobile_app,update_address,0.881,2,1,81,1081,0,0,none,453,1
B-00053,2023-10-11 08:59:24.634669,B,llm_agent,chat,freeze_card,0.8,2,3,93,907,0,0,none,462,1
B-00054,2023-07-09 04:40:20.902721,B,llm_agent,voice,freeze_card,0.606,1,4,23,987,0,0,none,136,1
B-00055,2023-07-08 13:18:05.654090,B,llm_agent,voice,make_payment,0.909,2,1,70,592,0,0,none,545,1
B-00056,2023-09-18 03:41:50.380444,B,llm_agent,voice,make_payment,0.652,2,1,110,213,0,0,none,542,0
B-00057,2023-07-12 11:18:44.685975,B,llm_agent,voice,account_balance_check,0.573,2,7,171,1212,0,1,low_confidence,291,0
B-00058,2023-11-14 14:16:59.194730,B,llm_agent,voice,transfer_funds,0.915,1,2,12,231,0,0,none,272,1
B-00059,2023-10-16 09:20:48.332667,B,llm_agent,voice,transaction_dispute,0.504,3,4,66,2300,0,0,none,636,1
B-00060,2023-07-05 19:20:58.712113,B,llm_agent,chat,check_balance,0.797,2,4,9,1017,0,0,none,127,1
B-00061,2023-08-30 07:08:55.101913,B,llm_agent,voice,make_payment,0.696,1,4,82,672,0,0,none,484,1
B-00062,2023-07-17 02:19:12.980565,B,llm_agent,voice,make_payment,0.822,1,1,60,578,0,0,none,506,1
B-00063,2023-12-13 20:13:34.278957,B,llm_agent,voice,check_balance,0.947,1,3,6,697,0,1,low_confidence,195,1
B-00064,2023-08-26 20:46:23.758356,B,llm_agent,voice,document_request,0.567,3,7,77,2516,0,1,customer_request,203,0
B-00065,2023-09-08 22:32:49.812581,B,llm_agent,mobile_app,check_balance,0.691,2,2,25,397,0,0,none,391,1
B-00066,2023-11-22 01:06:14.231431,B,llm_agent,voice,unknown,0.673,4,5,120,2062,1,0,none,272,0
B-00067,2023-08-09 14:28:00.694850,B,llm_agent,mobile_app,freeze_card,0.907,2,1,52,1197,0,0,none,97,0
B-00068,2023-08-08 01:03:50.900511,B,llm_agent,chat,transfer_funds,0.966,1,2,12,205,0,1,low_confidence,330,1
B-00069,2023-11-25 17:33:20.666421,B,llm_agent,voice,update_address,0.645,1,2,65,1189,0,0,none,537,0
B-00070,2023-10-06 13:16:37.857534,B,llm_agent,voice,dispute_charge,0.748,1,2,90,395,0,0,none,328,1
B-00071,2023-08-16 22:55:33.070110,B,llm_agent,voice,transfer_funds,0.658,2,3,48,960,0,0,none,546,1
B-00072,2023-07-29 20:47:07.810299,B,llm_agent,voice,check_balance,0.76,2,2,81,833,0,0,none,575,1
B-00073,2023-11-22 20:16:06.092532,B,llm_agent,chat,make_payment,0.592,1,2,84,570,0,1,timeout,432,1
B-00074,2023-08-07 07:36:38.304759,B,llm_agent,mobile_app,request_statement,0.714,2,4,90,706,0,0,none,476,1
B-00075,2023-09-28 21:00:35.068889,B,llm_agent,voice,make_payment,0.751,1,1,102,747,0,0,none,75,1
B-00076,2023-08-04 18:41:39.347937,B,llm_agent,chat,make_payment,0.684,1,4,26,841,0,0,none,618,1
B-00077,2023-09-07 17:55:05.865273,B,llm_agent,mobile_app,freeze_card,0.893,2,4,19,240,0,0,none,138,1
B-00078,2023-07-16 08:28:23.119089,B,llm_agent,voice,investment_advice,0.238,2,7,132,2971,0,1,unresolved,562,1
B-00079,2023-07-02 20:42:26.632116,B,llm_agent,voice,make_payment,0.802,1,1,56,599,0,0,none,561,1
B-00080,2023-10-14 12:34:13.241889,B,llm_agent,voice,freeze_card,0.948,1,1,70,1042,0,0,none,676,1
B-00081,2023-10-13 03:58:27.708717,B,llm_agent,voice,loan_inquiry,0.76,2,1,24,282,0,0,none,260,1
B-00082,2023-08-04 17:26:44.745549,B,llm_agent,voice,request_statement,0.903,1,2,61,1134,0,0,none,270,0
B-00083,2023-08-06 02:49:09.079100,B,llm_agent,voice,freeze_card,0.897,2,2,55,983,0,0,none,201,1
B-00084,2023-11-19 11:41:51.337394,B,llm_agent,chat,transfer_funds,0.88,1,1,52,992,0,0,none,429,1
B-00085,2023-09-20 17:35:14.497082,B,llm_agent,mobile_app,loan_inquiry,0.735,1,1,84,233,0,0,none,175,1
B-00086,2023-10-19 12:51:51.859602,B,llm_agent,voice,request_statement,0.836,2,2,118,1197,0,0,none,610,1
B-00087,2023-08-21 05:12:11.658817,B,llm_agent,voice,loan_inquiry,0.902,1,2,13,1050,0,0,none,487,1
B-00088,2023-10-16 06:18:38.325298,B,llm_agent,chat,profile_update,0.682,3,7,185,2989,0,0,none,593,0
B-00089,2023-09-15 12:53:29.701608,B,llm_agent,chat,freeze_card,0.914,1,3,42,1046,0,0,none,361,1
B-00090,2023-08-20 04:41:34.151016,B,llm_agent,voice,update_address,0.685,2,4,119,301,0,0,none,588,0
B-00091,2023-10-10 07:44:43.579039,B,llm_agent,chat,profile_update,0.669,2,7,173,2999,0,0,none,103,0
B-00092,2023-07-13 16:00:21.723829,B,llm_agent,chat,freeze_card,0.501,1,3,19,697,0,0,none,327,0
B-00093,2023-07-24 04:24:40.747981,B,llm_agent,voice,update_address,0.839,2,3,45,247,0,0,none,458,1
B-00094,2023-09-20 03:17:09.959755,B,llm_agent,voice,check_balance,0.827,2,3,52,801,0,0,none,365,0
B-00095,2023-08-26 08:10:56.121168,B,llm_agent,voice,request_statement,0.784,1,2,28,949,0,0,none,542,1
B-00096,2023-11-25 15:49:48.636891,B,llm_agent,voice,transfer_funds,0.966,2,3,64,581,0,1,customer_request,84,1
B-00097,2023-08-05 23:29:45.338907,B,llm_agent,voice,document_request,0.625,4,3,118,1981,0,1,unresolved,582,1
B-00098,2023-07-25 12:37:01.609821,B,llm_agent,voice,make_payment,0.868,2,3,55,644,0,0,none,150,0
B-00099,2023-07-13 04:57:02.064174,B,llm_agent,chat,freeze_card,0.79,2,1,42,734,0,0,none,116,1
B-00100,2023-11-27 10:31:16.456120,B,llm_agent,voice,make_payment,0.675,1,2,49,654,0,0,none,334,1
B-00101,2023-12-05 09:59:11.749782,B,llm_agent,mobile_app,dispute_charge,0.805,1,4,117,421,0,0,none,581,1
B-00102,2023-12-12 21:49:50.655407,B,llm_agent,voice,check_balance,0.905,1,3,83,450,0,0,none,244,1
B-00103,2023-12-10 07:34:34.888649,B,llm_agent,chat,check_balance,0.904,1,1,76,419,0,1,timeout,607,1
B-00104,2023-12-07 22:15:16.429677,B,llm_agent,chat,request_statement,0.656,2,4,44,1080,0,0,none,196,0
B-00105,2023-12-26 09:37:15.464521,B,llm_agent,voice,check_balance,0.72,2,3,76,768,0,0,none,575,1
B-00106,2023-09-11 21:03:01.278938,B,llm_agent,voice,insurance_claim,0.727,2,3,113,1843,0,0,none,133,1
B-00107,2023-10-29 10:27:42.741596,B,llm_agent,voice,freeze_card,0.734,2,3,17,564,0,0,none,507,1
B-00108,2023-07-08 16:11:14.909150,B,llm_agent,chat,insurance_claim,0.431,4,4,165,2024,0,0,none,549,1
B-00109,2023-12-06 12:27:36.938413,B,llm_agent,mobile_app,loan_inquiry,0.793,2,2,75,407,0,1,low_confidence,103,1
B-00110,2023-07-27 13:34:25.797285,B,llm_agent,voice,update_address,0.937,1,4,16,1071,0,0,none,589,1
B-00111,2023-11-02 18:58:38.844341,B,llm_agent,voice,update_address,0.681,2,4,93,1000,0,0,none,460,1
B-00112,2023-08-29 17:31:50.967227,B,llm_agent,chat,check_balance,0.576,2,4,51,665,0,0,none,368,1
B-00113,2023-10-16 13:41:16.010455,B,llm_agent,voice,request_statement,0.857,1,2,40,960,0,0,none,657,0
B-00114,2023-11-23 03:34:35.766255,B,llm_agent,voice,check_balance,0.85,2,1,91,549,0,0,none,599,1
B-00115,2023-10-02 02:56:07.539245,B,llm_agent,voice,check_balance,0.507,2,4,30,839,0,0,none,280,1
B-00116,2023-12-21 22:42:35.053438,B,llm_agent,voice,update_address,0.586,1,1,11,385,0,0,none,661,1
B-00117,2023-08-26 14:13:45.158888,B,llm_agent,voice,loan_inquiry,0.754,2,1,107,608,0,0,none,640,1
B-00118,2023-10-11 13:00:36.508689,B,llm_agent,chat,make_payment,0.905,2,1,76,200,0,1,low_confidence,135,1
B-00119,2023-12-05 00:15:44.180691,B,llm_agent,voice,make_payment,0.696,1,3,108,644,0,0,none,467,1
B-00120,2023-10-09 22:17:42.716162,B,llm_agent,chat,request_statement,0.645,2,4,80,662,0,0,none,603,0
B-00121,2023-10-06 19:09:11.134705,B,llm_agent,chat,document_request,0.488,2,5,169,2314,0,0,none,118,1
B-00122,2023-09-09 17:15:57.753910,B,llm_agent,voice,transfer_funds,0.976,1,3,39,476,0,1,customer_request,49,1
B-00123,2023-11-20 07:48:49.214915,B,llm_agent,mobile_app,dispute_charge,0.911,1,3,43,665,0,0,none,554,1
B-00124,2023-09-04 17:32:03.653728,B,llm_agent,mobile_app,check_balance,0.872,1,1,79,1005,0,0,none,108,1
B-00125,2023-08-15 09:28:28.387727,B,llm_agent,mobile_app,payment_processing,0.466,3,4,138,1926,0,0,none,251,1
B-00126,2023-07-24 13:00:57.402267,B,llm_agent,voice,profile_update,0.757,2,7,91,2624,0,0,none,313,1
B-00127,2023-09-17 05:19:04.714122,B,llm_agent,chat,make_payment,0.798,1,4,76,945,0,0,none,623,1
B-00128,2023-08-22 07:51:47.593573,B,llm_agent,voice,make_payment,0.802,1,1,19,946,0,0,none,492,1
B-00129,2023-12-29 02:27:08.245146,B,llm_agent,voice,request_statement,0.819,2,1,111,810,0,0,none,222,1
B-00130,2023-10-20 19:49:55.819164,B,llm_agent,voice,loan_inquiry,0.65,2,2,57,382,0,0,none,367,0
B-00131,2023-12-29 15:04:27.639693,B,llm_agent,chat,check_balance,0.806,2,4,31,1174,0,0,none,357,1
B-00132,2023-11-05 05:53:09.135017,B,llm_agent,voice,document_request,0.696,2,3,82,1159,0,0,none,174,1
B-00133,2023-12-03 02:42:53.313551,B,llm_agent,voice,loan_inquiry,0.755,1,4,93,412,0,0,none,344,1
B-00134,2023-07-21 11:56:00.380524,B,llm_agent,mobile_app,unknown,0.735,3,4,62,2748,1,1,low_confidence,465,1
B-00135,2023-11-04 12:49:49.940073,B,llm_agent,chat,check_balance,0.848,1,2,66,1023,0,1,unresolved,120,0
B-00136,2023-07-22 16:20:28.409817,B,llm_agent,mobile_app,update_address,0.841,1,3,82,752,0,0,none,629,1
B-00137,2023-07-27 19:08:38.870103,B,llm_agent,voice,update_address,0.696,1,2,7,1180,0,0,none,504,1
B-00138,2023-07-15 03:46:03.076422,B,llm_agent,chat,dispute_charge,0.687,1,3,100,452,0,0,none,578,1
B-00139,2023-10-23 03:30:58.631974,B,llm_agent,chat,update_address,0.882,2,4,51,999,0,0,none,391,1
B-00140,2023-10-28 01:07:33.032794,B,llm_agent,voice,request_statement,0.904,1,1,10,772,0,0,none,234,1
B-00141,2023-08-23 03:08:20.256482,B,llm_agent,voice,make_payment,0.968,2,2,7,864,0,0,none,529,1
B-00142,2023-12-11 20:39:44.403691,B,llm_agent,voice,check_balance,0.683,1,2,111,825,0,0,none,652,1
B-00143,2023-12-16 23:36:43.890761,B,llm_agent,voice,make_payment,0.693,1,1,22,522,0,1,customer_request,143,1
B-00144,2023-11-25 06:58:19.725787,B,llm_agent,voice,dispute_charge,0.828,2,3,64,349,0,0,none,296,1
B-00145,2023-10-23 13:41:29.241752,B,llm_agent,voice,make_payment,0.876,2,4,57,1168,0,0,none,671,1
B-00146,2023-10-18 09:16:30.447582,B,llm_agent,chat,request_statement,0.804,2,4,49,202,0,0,none,650,1
B-00147,2023-09-10 22:07:01.000336,B,llm_agent,chat,insurance_claim,0.435,3,5,115,1568,0,1,timeout,625,1
B-00148,2023-09-22 12:21:08.576165,B,llm_agent,chat,freeze_card,0.811,2,4,107,1176,0,1,customer_request,101,1
B-00149,2023-07-26 19:56:45.328976,B,llm_agent,voice,request_statement,0.874,1,3,8,1040,0,0,none,118,1
B-00150,2023-12-22 21:31:27.328937,B,llm_agent,voice,make_payment,0.871,2,4,107,331,0,0,none,675,1
B-00151,2023-10-16 20:21:26.952810,B,llm_agent,voice,check_balance,0.845,2,2,23,203,0,0,none,626,0
B-00152,2023-09-08 13:32:13.691647,B,llm_agent,chat,make_payment,0.775,1,2,19,953,0,0,none,270,1
B-00153,2023-08-06 21:59:24.429076,B,llm_agent,chat,loan_inquiry,0.907,2,4,94,222,0,0,none,242,1
B-00154,2023-09-13 10:37:06.298666,B,llm_agent,voice,update_address,0.697,1,4,64,223,0,0,none,332,1
B-00155,2023-07-31 17:08:07.568220,B,llm_agent,voice,dispute_charge,0.438,2,4,95,347,0,0,none,35,1
B-00156,2023-11-24 01:05:34.467276,B,llm_agent,chat,check_balance,0.816,2,4,89,836,0,0,none,608,1
B-00157,2023-11-10 03:16:12.383795,B,llm_agent,chat,update_address,0.966,2,4,99,891,0,0,none,634,1
B-00158,2023-11-14 14:30:39.920140,B,llm_agent,mobile_app,loan_inquiry,0.917,2,1,40,1011,0,0,none,505,1
B-00159,2023-11-03 06:31:57.592904,B,llm_agent,voice,update_address,0.957,2,4,48,280,0,0,none,152,1
B-00160,2023-12-11 14:44:34.024094,B,llm_agent,chat,make_payment,0.725,2,3,99,664,0,0,none,413,1
B-00161,2023-08-03 08:31:00.043180,B,llm_agent,chat,profile_update,0.299,4,5,79,1482,0,0,none,316,1
B-00162,2023-10-05 00:22:07.722862,B,llm_agent,chat,request_statement,0.77,1,1,93,1182,0,0,none,498,0
B-00163,2023-10-21 21:26:57.183258,B,llm_agent,chat,check_balance,0.644,2,3,87,896,0,0,none,69,1
B-00164,2023-12-27 15:47:46.850143,B,llm_agent,mobile_app,request_statement,0.733,1,3,21,451,0,0,none,389,1
B-00165,2023-09-05 08:31:25.894769,B,llm_agent,chat,loan_inquiry,0.654,2,3,86,357,0,0,none,582,1
B-00166,2023-08-20 15:35:02.364422,B,llm_agent,chat,request_statement,0.839,2,1,39,889,0,0,none,48,1
B-00167,2023-07-11 19:36:46.314436,B,llm_agent,voice,request_statement,0.826,1,4,119,1060,0,0,none,689,1
B-00168,2023-12-25 12:59:32.970037,B,llm_agent,voice,check_balance,0.83,2,4,92,524,0,0,none,354,1
B-00169,2023-08-16 09:15:30.121470,B,llm_agent,voice,loan_inquiry,0.96,2,1,105,261,0,0,none,59,1
B-00170,2023-07-21 08:29:04.601659,B,llm_agent,voice,make_payment,0.797,1,2,45,975,0,0,none,447,0
B-00171,2023-12-12 02:33:30.826881,B,llm_agent,mobile_app,loan_inquiry,0.575,2,2,53,801,0,0,none,501,1
B-00172,2023-12-18 11:01:58.044069,B,llm_agent,chat,dispute_charge,0.86,2,2,42,531,0,0,none,120,1
B-00173,2023-10-08 01:19:39.286959,B,llm_agent,chat,make_payment,0.646,2,1,33,1049,0,0,none,359,1
B-00174,2023-08-19 15:39:58.815631,B,llm_agent,chat,make_payment,0.941,2,2,108,552,0,0,none,185,1
B-00175,2023-09-29 10:40:56.704750,B,llm_agent,chat,credit_inquiry,0.642,2,5,126,2225,0,1,low_confidence,661,1
B-00176,2023-07-21 08:30:52.990564,B,llm_agent,mobile_app,loan_inquiry,0.904,2,3,110,679,0,0,none,188,1
B-00177,2023-07-25 09:07:47.661615,B,llm_agent,voice,check_balance,0.559,2,4,63,632,0,0,none,113,1
B-00178,2023-09-26 18:30:31.017322,B,llm_agent,mobile_app,make_payment,0.589,2,1,56,335,0,0,none,403,1
B-00179,2023-12-02 10:31:32.080755,B,llm_agent,chat,freeze_card,0.824,2,4,87,500,0,0,none,657,1
B-00180,2023-07-27 10:06:16.072144,B,llm_agent,mobile_app,make_payment,0.699,1,2,116,707,0,0,none,185,1
B-00181,2023-10-26 20:15:44.366877,B,llm_agent,voice,dispute_charge,0.83,1,3,112,605,0,0,none,645,1
B-00182,2023-08-30 22:45:26.196509,B,llm_agent,chat,request_statement,0.979,2,3,28,916,0,0,none,186,0
B-00183,2023-07-11 05:37:08.161727,B,llm_agent,voice,freeze_card,0.917,1,2,85,732,0,0,none,665,0
B-00184,2023-08-16 02:39:48.203053,B,llm_agent,voice,unknown,0.444,4,3,117,2645,1,1,unresolved,323,1
B-00185,2023-07-13 15:44:54.702773,B,llm_agent,voice,update_address,0.846,1,3,64,238,0,0,none,307,1
B-00186,2023-08-04 09:06:38.234211,B,llm_agent,voice,freeze_card,0.887,2,3,62,212,0,0,none,573,1
B-00187,2023-08-25 20:15:02.133181,B,llm_agent,voice,dispute_charge,0.732,1,1,11,769,0,0,none,366,0
B-00188,2023-08-01 18:09:03.410843,B,llm_agent,mobile_app,make_payment,0.89,1,3,95,1110,0,0,none,222,1
B-00189,2023-09-12 22:06:34.730775,B,llm_agent,chat,freeze_card,0.898,2,3,47,941,0,0,none,290,1
B-00190,2023-07-01 13:46:38.001084,B,llm_agent,chat,loan_inquiry,0.899,1,4,29,231,0,0,none,203,1
B-00191,2023-07-06 07:18:59.628086,B,llm_agent,mobile_app,loan_inquiry,0.528,1,4,30,663,0,0,none,339,1
B-00192,2023-11-18 01:23:28.566407,B,llm_agent,mobile_app,make_payment,0.61,1,2,74,1156,0,1,unresolved,376,0
B-00193,2023-11-20 04:08:22.656865,B,llm_agent,mobile_app,dispute_charge,0.901,2,1,96,980,0,0,none,503,1
B-00194,2023-09-09 03:58:52.816307,B,llm_agent,mobile_app,freeze_card,0.982,1,3,14,1150,0,0,none,273,1
B-00195,2023-12-27 20:48:04.414485,B,llm_agent,chat,make_payment,0.914,1,3,91,777,0,0,none,214,1
B-00196,2023-08-19 23:37:38.451709,B,llm_agent,voice,fund_movement,0.369,4,6,192,2187,0,1,low_confidence,706,1
B-00197,2023-11-14 18:53:43.654229,B,llm_agent,chat,loan_inquiry,0.806,1,1,45,682,0,0,none,598,1
B-00198,2023-09-20 01:39:49.391301,B,llm_agent,voice,make_payment,0.963,1,2,106,344,0,0,none,586,1
B-00199,2023-09-01 13:37:46.668749,B,llm_agent,voice,check_balance,0.974,2,1,77,776,0,0,none,275,1
B-00200,2023-08-22 18:21:11.366078,B,llm_agent,voice,request_statement,0.916,2,4,37,1125,0,0,none,300,1
B-00201,2023-08-12 01:26:44.734475,B,llm_agent,voice,update_address,0.807,1,3,98,970,0,0,none,496,1
B-00202,2023-10-30 06:32:40.766990,B,llm_agent,mobile_app,request_statement,0.906,2,3,26,774,0,0,none,112,1
B-00203,2023-07-06 10:15:51.140683,B,llm_agent,voice,update_address,0.666,1,4,17,853,0,0,none,698,0
B-00204,2023-12-13 13:17:36.577025,B,llm_agent,chat,transfer_funds,0.958,2,1,92,528,0,0,none,180,1
B-00205,2023-08-16 13:31:38.188687,B,llm_agent,voice,freeze_card,0.833,1,3,100,1174,0,0,none,190,1
B-00206,2023-09-27 01:12:59.778382,B,llm_agent,voice,loan_inquiry,0.684,2,1,116,880,0,1,unresolved,570,1
B-00207,2023-09-10 12:03:56.014608,B,llm_agent,chat,transfer_funds,0.905,2,3,87,363,0,0,none,221,1
B-00208,2023-12-21 15:29:00.381722,B,llm_agent,voice,check_balance,0.827,2,3,31,554,0,0,none,345,1
B-00209,2023-07-31 19:30:29.014738,B,llm_agent,chat,check_balance,0.692,1,2,5,901,0,0,none,683,1
B-00210,2023-09-05 19:59:01.507486,B,llm_agent,voice,make_payment,0.626,1,1,107,981,0,0,none,164,0
B-00211,2023-10-30 02:17:37.067674,B,llm_agent,voice,transfer_funds,0.582,2,4,63,546,0,0,none,103,1
B-00212,2023-08-21 16:58:42.929597,B,llm_agent,voice,transaction_dispute,0.626,3,5,142,1604,0,0,none,461,1
B-00213,2023-10-08 16:03:56.914964,B,llm_agent,chat,check_balance,0.957,2,1,52,298,0,0,none,53,0
B-00214,2023-07-05 22:10:53.657216,B,llm_agent,voice,update_address,0.71,1,1,25,644,0,0,none,471,1
B-00215,2023-12-13 02:17:17.000809,B,llm_agent,chat,card_management,0.174,4,3,104,886,0,0,none,197,1
B-00216,2023-12-01 10:37:55.981738,B,llm_agent,voice,loan_inquiry,0.659,1,1,49,971,0,0,none,257,1
B-00217,2023-07-23 17:33:06.406874,B,llm_agent,chat,check_balance,0.822,2,1,18,1101,0,0,none,299,1
B-00218,2023-11-11 10:05:43.699421,B,llm_agent,chat,document_request,0.477,2,3,74,1211,0,0,none,129,1
B-00219,2023-07-12 04:46:11.570958,B,llm_agent,voice,loan_inquiry,0.978,2,1,51,262,0,0,none,651,1
B-00220,2023-12-16 20:08:01.171658,B,llm_agent,voice,account_balance_check,0.701,2,3,186,2550,0,0,none,419,1
B-00221,2023-07-22 22:58:41.085520,B,llm_agent,voice,payment_processing,0.7,3,5,95,955,0,0,none,274,1
B-00222,2023-09-04 16:08:42.132684,B,llm_agent,voice,update_address,0.793,2,2,59,652,0,0,none,419,0
B-00223,2023-12-04 22:30:08.863966,B,llm_agent,voice,check_balance,0.892,1,3,48,463,0,0,none,251,1
B-00224,2023-08-07 20:37:02.276128,B,llm_agent,voice,transfer_funds,0.872,2,1,14,857,0,0,none,345,1
B-00225,2023-12-17 20:03:39.876957,B,llm_agent,voice,loan_inquiry,0.665,2,4,94,929,0,0,none,129,1
B-00226,2023-10-31 02:05:48.778626,B,llm_agent,chat,make_payment,0.657,1,4,84,860,0,0,none,699,1
