session_id,timestamp,period,system_type,channel,intent,confidence_score,intent_attempts,turns,raw_input_length,response_latency_ms,is_fallback,transferred_to_human,transfer_reason,call_duration_sec,resolved
B-00091,2023-09-21 04:05:38.035041,B,llm_agent,voice,transaction_dispute,0.771,4,5,169,1835,0,0,none,496,1
B-00092,2023-08-18 18:13:27.972027,B,llm_agent,voice,update_address,0.797,1,4,37,777,0,1,customer_request,90,1
B-00093,2023-10-21 10:59:27.532523,B,llm_agent,voice,check_balance,0.695,1,1,55,904,0,0,none,480,1
B-00094,2023-11-26 14:51:56.039384,B,llm_agent,voice,loan_inquiry,0.92,2,1,69,1160,0,0,none,525,1
B-00095,2023-12-24 21:25:52.471974,B,llm_agent,voice,account_balance_check,0.391,3,6,117,968,0,0,none,468,0
B-00096,2023-07-27 04:31:10.478488,B,llm_agent,chat,card_management,0.285,3,6,170,2371,0,0,none,215,1
B-00097,2023-07-05 22:37:24.640792,B,llm_agent,chat,transaction_dispute,0.307,3,6,138,958,0,0,none,116,1
B-00098,2023-12-26 23:29:10.264789,B,llm_agent,chat,transfer_funds,0.566,2,3,33,491,0,0,none,478,1
B-00099,2023-09-15 05:31:59.147554,B,llm_agent,voice,account_balance_check,0.727,4,5,47,2025,0,0,none,209,0
B-00100,2023-11-01 06:29:11.064910,B,llm_agent,voice,profile_update,0.581,4,4,46,2088,0,1,unresolved,131,1
B-00101,2023-12-21 20:14:44.509944,B,llm_agent,voice,make_payment,0.949,2,3,89,610,0,0,none,461,1
B-00102,2023-07-05 10:44:04.153238,B,llm_agent,chat,loan_inquiry,0.62,1,4,9,578,0,0,none,232,1
B-00103,2023-08-01 10:54:48.759807,B,llm_agent,mobile_app,payment_processing,0.487,2,5,180,2506,0,0,none,353,1
B-00104,2023-11-23 02:07:49.960897,B,llm_agent,mobile_app,profile_update,0.363,4,4,195,2592,0,0,none,628,1
B-00105,2023-11-02 18:36:47.983630,B,llm_agent,mobile_app,account_balance_check,0.482,4,3,95,2148,0,0,none,468,1
B-00106,2023-09-20 18:31:25.405562,B,llm_agent,chat,transfer_funds,0.736,2,1,15,1055,0,0,none,203,0
B-00107,2023-12-23 12:38:33.563023,B,llm_agent,voice,profile_update,0.653,2,3,69,2597,0,0,none,201,1
B-00108,2023-10-29 16:15:23.739905,B,llm_agent,voice,check_balance,0.916,2,4,7,329,0,0,none,683,1
B-00109,2023-07-06 08:07:39.034695,B,llm_agent,chat,transaction_dispute,0.479,3,7,119,2398,0,0,none,398,1
B-00110,2023-07-19 14:28:57.545821,B,llm_agent,mobile_app,unknown,0.564,2,5,121,2998,1,0,none,311,1
B-00111,2023-12-09 21:43:44.806740,B,llm_agent,voice,freeze_card,0.699,2,2,45,815,0,0,none,48,1
B-00112,2023-12-23 09:45:54.977360,B,llm_agent,chat,card_management,0.568,4,5,54,913,0,0,none,300,1
B-00113,2023-08-14 21:10:29.029505,B,llm_agent,voice,make_payment,0.772,2,4,45,1004,0,0,none,62,1
B-00114,2023-08-11 00:54:49.715632,B,llm_agent,voice,investment_advice,0.824,4,4,84,1676,0,1,low_confidence,241,1
B-00115,2023-07-08 23:07:51.168807,B,llm_agent,voice,check_balance,0.718,2,4,17,623,0,0,none,239,0
B-00116,2023-07-22 03:47:42.965457,B,llm_agent,mobile_app,make_payment,0.815,1,1,9,468,0,0,none,165,1
B-00117,2023-08-14 07:40:58.061053,B,llm_agent,chat,profile_update,0.783,3,6,53,2797,0,0,none,38,1
B-00118,2023-12-14 13:52:38.444447,B,llm_agent,mobile_app,insurance_claim,0.191,2,4,177,2221,0,1,low_confidence,655,1
B-00119,2023-07-25 16:34:20.403489,B,llm_agent,voice,loan_inquiry,0.788,2,1,36,1103,0,0,none,308,1
B-00120,2023-07-15 01:01:56.460868,B,llm_agent,voice,freeze_card,0.886,2,1,52,1120,0,0,none,385,1
B-00121,2023-12-27 05:35:26.700578,B,llm_agent,voice,request_statement,0.931,2,3,100,728,0,0,none,247,1
B-00122,2023-07-20 23:02:08.743690,B,llm_agent,voice,insurance_claim,0.424,3,4,183,2765,0,1,customer_request,330,1
B-00123,2023-08-01 06:59:06.692119,B,llm_agent,chat,unknown,0.549,3,3,139,1956,1,0,none,374,0
B-00124,2023-10-05 11:53:04.366296,B,llm_agent,mobile_app,transfer_funds,0.833,2,2,90,1030,0,1,unresolved,137,1
B-00125,2023-08-19 15:55:51.505953,B,llm_agent,voice,document_request,0.441,4,3,178,1773,0,1,timeout,94,1
B-00126,2023-09-15 02:10:31.395466,B,llm_agent,chat,unknown,0.428,2,3,51,1741,1,1,low_confidence,259,1
B-00127,2023-09-15 06:45:39.522568,B,llm_agent,mobile_app,freeze_card,0.783,2,4,44,632,0,0,none,341,0
B-00128,2023-10-14 04:15:20.049997,B,llm_agent,voice,transfer_funds,0.965,2,3,43,501,0,0,none,699,1
B-00129,2023-07-04 13:48:18.200782,B,llm_agent,chat,credit_inquiry,0.638,4,4,169,1253,0,0,none,146,1
B-00130,2023-11-26 09:47:16.444996,B,llm_agent,mobile_app,credit_inquiry,0.52,2,3,77,2240,0,1,customer_request,149,1
B-00131,2023-09-04 02:44:21.475675,B,llm_agent,chat,loan_inquiry,0.755,1,1,6,1079,0,0,none,331,0
B-00132,2023-12-30 07:19:38.469990,B,llm_agent,voice,update_address,0.82,2,1,19,934,0,0,none,653,0
B-00133,2023-12-04 13:25:58.977872,B,llm_agent,chat,make_payment,0.92,2,2,41,1042,0,0,none,167,1
B-00134,2023-07-04 06:03:58.969929,B,llm_agent,chat,transfer_funds,0.937,1,1,71,1061,0,1,unresolved,394,1
B-00135,2023-12-01 14:38:47.342923,B,llm_agent,chat,request_statement,0.647,2,1,66,964,0,0,none,486,1
B-00136,2023-08-06 20:35:07.574554,B,llm_agent,chat,dispute_charge,0.788,1,1,21,525,0,0,none,702,1
B-00137,2023-07-01 00:38:05.688121,B,llm_agent,mobile_app,check_balance,0.722,2,1,47,409,0,1,low_confidence,164,1
B-00138,2023-07-09 06:00:42.120414,B,llm_agent,mobile_app,check_balance,0.501,2,4,29,497,0,0,none,309,1
B-00139,2023-12-05 07:08:31.846398,B,llm_agent,voice,transaction_dispute,0.554,2,4,119,2612,0,0,none,53,1
B-00140,2023-09-03 09:50:16.839811,B,llm_agent,mobile_app,account_balance_check,0.381,2,4,44,1440,0,0,none,287,1
B-00141,2023-08-30 08:22:03.984738,B,llm_agent,chat,request_statement,0.884,1,1,10,402,0,0,none,706,1
B-00142,2023-11-25 00:27:45.519053,B,llm_agent,mobile_app,freeze_card,0.86,2,4,83,475,0,0,none,452,1
B-00143,2023-12-29 17:09:39.934098,B,llm_agent,voice,make_payment,0.84,2,2,23,715,0,0,none,509,1
B-00144,2023-12-12 12:08:01.989351,B,llm_agent,mobile_app,fund_movement,0.317,3,4,100,1314,0,0,none,451,0
B-00145,2023-12-24 04:35:32.935403,B,llm_agent,mobile_app,profile_update,0.271,4,7,94,855,0,0,none,564,0
B-00146,2023-07-17 03:34:47.839237,B,llm_agent,chat,request_statement,0.959,2,1,29,905,0,0,none,141,1
B-00147,2023-09-13 17:30:51.808939,B,llm_agent,chat,transaction_dispute,0.527,4,7,67,2615,0,0,none,65,1
B-00148,2023-08-14 14:47:55.923964,B,llm_agent,voice,dispute_charge,0.798,1,2,20,898,0,0,none,477,1
B-00149,2023-10-22 01:58:38.150309,B,llm_agent,voice,profile_update,0.791,3,5,158,2252,0,0,none,484,1
B-00150,2023-12-25 06:29:16.572191,B,llm_agent,chat,make_payment,0.812,2,1,56,438,0,0,none,345,1
B-00151,2023-12-24 20:03:22.768567,B,llm_agent,chat,dispute_charge,0.829,2,3,62,1138,0,0,none,396,1
B-00152,2023-10-30 14:30:53.015342,B,llm_agent,chat,dispute_charge,0.915,2,2,82,279,0,0,none,78,1
B-00153,2023-11-19 20:26:40.135291,B,llm_agent,voice,freeze_card,0.959,1,3,117,473,0,1,low_confidence,664,1
B-00154,2023-12-07 19:43:08.536380,B,llm_agent,voice,dispute_charge,0.81,2,2,97,444,0,0,none,161,0
B-00155,2023-09-19 16:49:05.462000,B,llm_agent,chat,make_payment,0.945,2,4,72,373,0,0,none,510,1
B-00156,2023-10-10 04:43:49.499495,B,llm_agent,voice,fund_movement,0.501,2,3,85,2811,0,1,low_confidence,278,1
B-00157,2023-12-08 03:46:49.476864,B,llm_agent,chat,make_payment,0.927,1,3,96,561,0,1,unresolved,172,1
B-00158,2023-09-10 17:00:19.743641,B,llm_agent,voice,payment_processing,0.399,3,6,142,1927,0,0,none,72,1
B-00159,2023-09-07 16:37:43.203110,B,llm_agent,voice,make_payment,0.697,1,4,8,948,0,0,none,141,1
B-00160,2023-11-30 12:26:30.196217,B,llm_agent,voice,make_payment,0.754,1,3,111,406,0,0,none,513,0
B-00161,2023-12-07 18:31:13.053498,B,llm_agent,voice,request_statement,0.722,2,4,113,252,0,0,none,186,1
B-00162,2023-11-17 04:46:07.741474,B,llm_agent,voice,make_payment,0.691,1,2,5,1074,0,0,none,448,1
B-00163,2023-09-24 14:03:27.339923,B,llm_agent,chat,dispute_charge,0.727,2,3,110,880,0,0,none,449,1
B-00164,2023-09-14 09:34:47.284372,B,llm_agent,voice,profile_update,0.808,3,3,79,2133,0,0,none,140,0
B-00165,2023-07-22 14:37:17.878497,B,llm_agent,mobile_app,loan_inquiry,0.723,1,4,54,379,0,0,none,336,1
B-00166,2023-08-28 23:40:15.226143,B,llm_agent,chat,make_payment,0.843,2,2,94,861,0,1,customer_request,372,1
B-00167,2023-08-12 11:55:46.576425,B,llm_agent,chat,transaction_dispute,0.365,3,4,43,911,0,0,none,690,0
B-00168,2023-08-04 01:06:29.823707,B,llm_agent,voice,update_address,0.469,2,2,65,927,0,0,none,619,1
B-00169,2023-11-15 08:50:36.385230,B,llm_agent,voice,update_address,0.768,1,1,94,1026,0,0,none,548,1
B-00170,2023-10-29 19:13:07.765915,B,llm_agent,voice,unknown,0.816,4,3,75,2012,1,0,none,261,1
B-00171,2023-07-13 12:26:17.507950,B,llm_agent,voice,check_balance,0.723,1,3,64,661,0,0,none,112,0
B-00172,2023-07-30 20:20:11.376854,B,llm_agent,mobile_app,document_request,0.595,4,3,117,2667,0,1,timeout,230,1
B-00173,2023-09-04 17:53:51.223551,B,llm_agent,mobile_app,fund_movement,0.485,4,4,56,2098,0,1,unresolved,685,1
B-00174,2023-09-19 07:57:26.650602,B,llm_agent,mobile_app,payment_processing,0.511,2,3,128,1195,0,1,timeout,294,1
B-00175,2023-12-03 13:23:55.477154,B,llm_agent,chat,check_balance,0.702,2,1,50,1015,0,0,none,552,1
B-00176,2023-07-08 03:14:26.610073,B,llm_agent,voice,make_payment,0.835,2,3,31,770,0,0,none,107,1
B-00177,2023-08-10 23:09:01.096828,B,llm_agent,chat,fund_movement,0.348,3,5,158,2719,0,0,none,49,1
B-00178,2023-12-10 01:52:00.794795,B,llm_agent,voice,make_payment,0.826,2,2,61,1120,0,0,none,342,0
B-00179,2023-09-06 17:01:58.314116,B,llm_agent,voice,loan_inquiry,0.774,2,1,47,567,0,0,none,652,1
B-00180,2023-08-10 21:20:41.792405,B,llm_agent,voice,unknown,0.691,3,4,191,2715,1,0,none,601,1
B-00181,2023-10-15 16:00:50.770973,B,llm_agent,voice,make_payment,0.806,1,4,16,1142,0,0,none,482,1
B-00182,2023-12-23 21:03:17.033679,B,llm_agent,voice,check_balance,0.86,2,4,105,536,0,0,none,162,1
B-00183,2023-12-18 22:45:11.449389,B,llm_agent,voice,card_management,0.755,3,3,99,825,0,0,none,284,1
B-00184,2023-10-05 04:23:47.487313,B,llm_agent,voice,transaction_dispute,0.523,4,6,155,1061,0,0,none,185,1
B-00185,2023-07-19 23:52:46.194639,B,llm_agent,chat,transfer_funds,0.808,1,4,22,535,0,0,none,68,1
B-00186,2023-07-27 19:58:44.189346,B,llm_agent,mobile_app,check_balance,0.822,2,4,80,923,0,0,none,113,1
B-00187,2023-08-27 09:25:43.673866,B,llm_agent,voice,loan_inquiry,0.704,2,4,107,710,0,0,none,584,1
B-00188,2023-12-05 14:11:51.038975,B,llm_agent,voice,payment_processing,0.431,2,7,176,2474,0,1,customer_request,60,1
B-00189,2023-11-24 06:02:03.657464,B,llm_agent,chat,dispute_charge,0.901,2,1,63,632,0,0,none,177,0
B-00190,2023-12-26 16:08:54.460026,B,llm_agent,chat,request_statement,0.723,1,2,41,928,0,0,none,286,0
B-00191,2023-10-01 15:14:21.954409,B,llm_agent,voice,request_statement,0.914,1,1,37,738,0,0,none,355,1
B-00192,2023-10-15 03:52:51.898170,B,llm_agent,chat,request_statement,0.806,2,2,72,441,0,0,none,648,0
B-00193,2023-08-27 20:50:05.575976,B,llm_agent,chat,transfer_funds,0.939,2,1,52,797,0,0,none,689,0
B-00194,2023-10-02 13:45:35.309734,B,llm_agent,voice,transfer_funds,0.981,1,2,81,696,0,0,none,707,1
B-00195,2023-11-10 10:07:28.324614,B,llm_agent,chat,insurance_claim,0.519,4,4,187,809,0,1,low_confidence,554,1
B-00196,2023-07-08 06:40:34.657700,B,llm_agent,voice,unknown,0.226,3,7,180,1275,1,1,low_confidence,98,0
B-00197,2023-12-10 08:44:48.569507,B,llm_agent,voice,update_address,0.825,2,2,18,687,0,0,none,413,1
B-00198,2023-10-21 04:18:31.555593,B,llm_agent,voice,unknown,0.485,3,6,104,1468,1,1,customer_request,559,1
B-00199,2023-08-27 06:35:42.441575,B,llm_agent,voice,transfer_funds,0.82,1,3,99,744,0,0,none,290,1
B-00200,2023-08-29 01:30:20.823122,B,llm_agent,voice,transaction_dispute,0.858,3,3,72,2927,0,1,unresolved,627,1
B-00201,2023-12-29 10:06:58.633193,B,llm_agent,mobile_app,update_address,0.897,1,1,99,1083,0,0,none,485,1
B-00202,2023-08-24 14:44:24.222284,B,llm_agent,voice,check_balance,0.808,2,2,82,976,0,0,none,456,1
B-00203,2023-10-11 06:43:39.606804,B,llm_agent,voice,account_balance_check,0.194,2,6,70,919,0,0,none,444,1
B-00204,2023-09-04 19:27:15.630646,B,llm_agent,voice,check_balance,0.428,2,3,86,1154,0,0,none,225,1
B-00205,2023-10-10 08:57:01.861128,B,llm_agent,voice,loan_inquiry,0.722,2,2,42,714,0,0,none,199,1
B-00206,2023-09-16 12:09:18.221939,B,llm_agent,chat,make_payment,0.553,1,3,35,1184,0,0,none,98,0
B-00207,2023-09-28 07:42:06.233278,B,llm_agent,chat,unknown,0.455,3,5,66,994,1,0,none,583,1
B-00208,2023-07-15 13:59:29.404708,B,llm_agent,voice,loan_inquiry,0.436,1,2,97,728,0,0,none,605,0
B-00209,2023-07-12 15:13:51.540289,B,llm_agent,voice,update_address,0.821,1,4,36,516,0,0,none,112,0
B-00210,2023-12-04 03:55:26.098474,B,llm_agent,mobile_app,dispute_charge,0.908,2,3,83,589,0,0,none,159,1
B-00211,2023-12-03 11:13:13.961402,B,llm_agent,chat,unknown,0.566,3,5,192,2039,1,0,none,175,1
B-00212,2023-12-27 01:42:24.185438,B,llm_agent,mobile_app,account_balance_check,0.503,4,7,119,1630,0,0,none,456,1
B-00213,2023-10-21 07:22:00.235999,B,llm_agent,chat,make_payment,0.742,2,3,13,962,0,1,customer_request,129,1
B-00214,2023-08-25 06:22:16.277566,B,llm_agent,mobile_app,payment_processing,0.431,4,3,49,1661,0,1,unresolved,62,1
B-00215,2023-12-08 05:50:24.291304,B,llm_agent,mobile_app,freeze_card,0.882,1,4,21,596,0,0,none,449,1
B-00216,2023-12-21 10:20:05.899699,B,llm_agent,voice,dispute_charge,0.826,2,1,43,877,0,0,none,53,1
B-00217,2023-08-23 15:25:48.915288,B,llm_agent,mobile_app,update_address,0.861,2,4,22,1068,0,0,none,54,0
B-00218,2023-09-15 03:38:10.999165,B,llm_agent,voice,check_balance,0.745,2,4,72,253,0,0,none,65,1
B-00219,2023-10-01 13:21:27.642541,B,llm_agent,mobile_app,profile_update,0.659,4,6,56,1539,0,0,none,690,1
B-00220,2023-09-18 05:03:29.645172,B,llm_agent,chat,request_statement,0.765,2,2,60,544,0,0,none,698,1
B-00221,2023-10-15 20:51:29.297745,B,llm_agent,chat,document_request,0.522,3,5,162,2089,0,1,low_confidence,460,1
B-00222,2023-12-13 06:52:54.639242,B,llm_agent,voice,profile_update,0.2,3,4,91,1794,0,0,none,332,1
B-00223,2023-12-15 12:05:06.988340,B,llm_agent,voice,transaction_dispute,0.875,2,5,103,2760,0,0,none,651,1
B-00224,2023-07-19 21:28:47.964522,B,llm_agent,voice,unknown,0.477,3,5,120,1906,1,0,none,91,1
